fullname,CHELSA_bio1_1981.2010_V.2.1,CHELSA_bio12_1981.2010_V.2.1,nitrogen_0.5cm_mean,phh2o_0.5cm_mean,fullname,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
Cuphea heterophylla f. ghiesbreghtiana,20.45,1094.7,,,Cuphea heterophylla f. ghiesbreghtiana,,,,,
Cuviera acutiflora,25.65,2240.4,305.0,51.0,Cuviera acutiflora,Cuviera acutiflora,Cuviera acutiflora,748056-1,748056-1,Species
Cuviera angolensis,24.4,1578.5,259.0,51.5,Cuviera angolensis,Cuviera angolensis,Cuviera angolensis,748058-1,748058-1,Species
Cuviera angolensis subsp. angolensis,24.25,1374.9,250.0,50.5,Cuviera angolensis subsp. angolensis,Cuviera angolensis subsp. angolensis,Cuviera angolensis,748058-1,77172612-1,Subspecies
Cuviera angolensis subsp. latior,24.75,1693.8,248.5,50.0,Cuviera angolensis subsp. latior,Cuviera angolensis subsp. latior,Cuviera angolensis,748058-1,77133985-1,Subspecies
Cuviera angolensis var. evorombila,23.75,1430.7,418.0,49.0,Cuviera angolensis var. evorombila,Cuviera angolensis,Cuviera angolensis,748058-1,748058-1,Species
Cuviera angolensis var. latior,22.75,1752.1,367.0,51.0,Cuviera angolensis var. latior,Cuviera angolensis subsp. latior,Cuviera angolensis,748058-1,77133985-1,Subspecies
Cuviera calycosa,25.049999999999997,2122.4,262.0,49.0,Cuviera calycosa,Cuviera calycosa,Cuviera calycosa,748063-1,748063-1,Species
Cuviera longiflora,21.9,3515.7,374.0,51.0,Cuviera longiflora,Cuviera longiflora,Cuviera longiflora,748070-1,748070-1,Species
Cuviera macroura,26.65,1213.15,259.0,58.0,Cuviera macroura,Cuviera macroura,Cuviera macroura,748071-1,748071-1,Species
Cuviera migeodii,24.85,958.9,108.0,63.0,Cuviera migeodii,Cuviera migeodii,Cuviera migeodii,960005-1,960005-1,Species
Cuviera nigrescens,25.65,1811.8,264.0,53.0,Cuviera nigrescens,Cuviera nigrescens,Cuviera nigrescens,748073-1,748073-1,Species
Cuviera physinodes,24.95,2917.1,314.0,48.0,Cuviera physinodes,Cuviera physinodes,Cuviera physinodes,748074-1,748074-1,Species
Cuviera pierrei,24.95,3121.4,321.5,49.0,Cuviera pierrei,Cuviera pierrei,Cuviera pierrei,748075-1,748075-1,Species
Cuviera schliebenii,22.35,1137.5,154.0,54.0,Cuviera schliebenii,Cuviera schliebenii,Cuviera schliebenii,748077-1,748077-1,Species
Cuviera semseii,24.65,913.0,137.5,56.0,Cuviera semseii,Cuviera semseii,Cuviera semseii,748078-1,748078-1,Species
Cuviera subuliflora,23.6,3426.3999999999996,324.0,50.0,Cuviera subuliflora,Cuviera subuliflora,Cuviera subuliflora,748079-1,748079-1,Species
Cuviera talbotii,21.55,3790.8,431.0,49.0,Cuviera talbotii,Cuviera talbotii,Cuviera talbotii,943819-1,943819-1,Species
Cuviera tomentosa,25.25,890.3,116.5,60.5,Cuviera tomentosa,Cuviera tomentosa,Cuviera tomentosa,897496-1,897496-1,Species
Cuviera trilocularis,24.85,3401.4,255.0,48.0,Cuviera trilocularis,Cuviera trilocularis,Cuviera trilocularis,748081-1,748081-1,Species
Cuviera truncata,25.65,3109.0,264.5,54.0,Cuviera truncata,Cuviera truncata,Cuviera truncata,748082-1,748082-1,Species
Cyanoneuron cyaneum,25.7,4243.95,493.0,49.0,Cyanoneuron cyaneum,Cyanoneuron cyaneum,Cyanoneuron cyaneum,1001903-1,1001903-1,Species
Cyanoneuron depauperatum,26.55,3435.8,549.0,46.0,Cyanoneuron depauperatum,Cyanoneuron depauperatum,Cyanoneuron depauperatum,1001905-1,1001905-1,Species
Cyanoneuron grandiflorum,26.049999999999997,4095.6,565.5,50.0,Cyanoneuron grandiflorum,Cyanoneuron grandiflorum,Cyanoneuron grandiflorum,1001906-1,1001906-1,Species
Cyanoneuron pedunculatum,19.05,3911.7,547.0,48.0,Cyanoneuron pedunculatum,Cyanoneuron pedunculatum,Cyanoneuron pedunculatum,1001907-1,1001907-1,Species
Cyanoneuron pubescens,25.65,3148.5,458.0,50.0,Cyanoneuron pubescens,Cyanoneuron pubescens,Cyanoneuron pubescens,1001904-1,1001904-1,Species
Cycladenia humilis,6.85,1073.25,539.0,59.0,Cycladenia humilis,Cycladenia humilis,Cycladenia humilis,78190-1,78190-1,Species
Cycladenia humilis var. humilis,7.9,1543.1,626.0,58.0,Cycladenia humilis var. humilis,Cycladenia humilis var. humilis,Cycladenia humilis,78190-1,77168054-1,Variety
Cycladenia humilis var. jonesii,12.65,259.0,109.0,80.0,Cycladenia humilis var. jonesii,Cycladenia humilis var. jonesii,Cycladenia humilis,78190-1,73592-2,Variety
Cycladenia humilis var. venusta,7.15,680.8,368.0,64.0,Cycladenia humilis var. venusta,Cycladenia humilis var. venusta,Cycladenia humilis,78190-1,73595-2,Variety
Cyclocotyla congolensis,24.25,1858.4,268.0,49.0,Cyclocotyla congolensis,Cyclocotyla congolensis,Cyclocotyla congolensis,78194-1,78194-1,Species
Cyclophyllum baladense,23.95,2080.1,204.0,56.0,Cyclophyllum baladense,Cyclophyllum baladense,Cyclophyllum baladense,748084-1,748084-1,Species
Cyclophyllum balansae,21.65,2135.9,342.0,53.0,Cyclophyllum balansae,Cyclophyllum balansae,Cyclophyllum balansae,989702-1,989702-1,Species
Cyclophyllum barbatum,24.45,3314.0,497.0,55.0,Cyclophyllum barbatum,Cyclophyllum barbatum,Cyclophyllum barbatum,961928-1,961928-1,Species
Cyclophyllum barbatum f. calcicola,24.200000000000003,1925.1,371.0,53.0,Cyclophyllum barbatum f. calcicola,Cyclophyllum barbatum,Cyclophyllum barbatum,961928-1,961928-1,Species
Cyclophyllum barbatum f. tubuai,23.05,2006.5,518.0,55.0,Cyclophyllum barbatum f. tubuai,Cyclophyllum barbatum,Cyclophyllum barbatum,961928-1,961928-1,Species
Cyclophyllum barbatum var. korrorense,26.65,4951.200000000001,569.5,56.0,Cyclophyllum barbatum var. korrorense,Cyclophyllum barbatum,Cyclophyllum barbatum,961928-1,961928-1,Species
Cyclophyllum barbatum var. marquesense,23.45,1995.9,491.0,55.0,Cyclophyllum barbatum var. marquesense,Cyclophyllum barbatum,Cyclophyllum barbatum,961928-1,961928-1,Species
Cyclophyllum barbatum var. societense,25.05,3501.8,516.0,57.0,Cyclophyllum barbatum var. societense,Cyclophyllum barbatum,Cyclophyllum barbatum,961928-1,961928-1,Species
Cyclophyllum brevipes,26.2,1841.4,128.0,56.0,Cyclophyllum brevipes,Cyclophyllum brevipes,Cyclophyllum brevipes,20002998-1,20002998-1,Species
Cyclophyllum calyculatum,21.799999999999997,2562.6,350.5,51.5,Cyclophyllum calyculatum,Cyclophyllum calyculatum,Cyclophyllum calyculatum,748085-1,748085-1,Species
Cyclophyllum cardiocarpum,23.7,1458.4,240.0,53.5,Cyclophyllum cardiocarpum,Cyclophyllum cardiocarpum,Cyclophyllum cardiocarpum,748086-1,748086-1,Species
Cyclophyllum caudatum,25.0,2615.9,442.0,51.0,Cyclophyllum caudatum,Cyclophyllum caudatum,Cyclophyllum caudatum,77069542-1,77069542-1,Species
Cyclophyllum coprosmoides,20.1,1327.4,241.0,55.5,Cyclophyllum coprosmoides,Cyclophyllum coprosmoides,Cyclophyllum coprosmoides,20002989-1,20002989-1,Species
Cyclophyllum coprosmoides var. coprosmoides,20.75,972.3,193.5,60.0,Cyclophyllum coprosmoides var. coprosmoides,Cyclophyllum coprosmoides var. coprosmoides,Cyclophyllum coprosmoides,20002989-1,77170208-1,Variety
Cyclophyllum coprosmoides var. spathulatum,21.65,1518.7,170.0,57.0,Cyclophyllum coprosmoides var. spathulatum,Cyclophyllum coprosmoides var. spathulatum,Cyclophyllum coprosmoides,20002989-1,20002990-1,Variety
Cyclophyllum costatum,22.1,2267.35,236.0,50.5,Cyclophyllum costatum,Cyclophyllum costatum,Cyclophyllum costatum,20002988-1,20002988-1,Species
Cyclophyllum cymosum,21.95,1531.0,304.0,54.0,Cyclophyllum cymosum,Cyclophyllum cymosum,Cyclophyllum cymosum,748087-1,748087-1,Species
Cyclophyllum deplanchei,23.5,1315.6,216.0,55.0,Cyclophyllum deplanchei,Cyclophyllum deplanchei,Cyclophyllum deplanchei,748088-1,748088-1,Species
Cyclophyllum fragrans,21.25,2058.1,388.5,54.0,Cyclophyllum fragrans,Cyclophyllum fragrans,Cyclophyllum fragrans,77092948-1,77092948-1,Species
Cyclophyllum francii,21.35,2104.4,359.0,54.0,Cyclophyllum francii,Cyclophyllum francii,Cyclophyllum francii,748089-1,748089-1,Species
Cyclophyllum guillauminianum,22.35,1587.7,275.5,53.5,Cyclophyllum guillauminianum,Cyclophyllum guillauminianum,Cyclophyllum guillauminianum,77150006-1,77150006-1,Species
Cyclophyllum henriettiae,22.85,2413.65,307.5,53.0,Cyclophyllum henriettiae,Cyclophyllum henriettiae,Cyclophyllum henriettiae,748090-1,748090-1,Species
Cyclophyllum jasminifolium,23.45,1196.35,217.0,54.0,Cyclophyllum jasminifolium,Cyclophyllum jasminifolium,Cyclophyllum jasminifolium,748092-1,748092-1,Species
Cyclophyllum letocartiorum,22.85,1274.7,252.0,55.0,Cyclophyllum letocartiorum,Cyclophyllum letocartiorum,Cyclophyllum letocartiorum,77150017-1,77150017-1,Species
Cyclophyllum longiflorum,24.35,3181.0,424.0,52.0,Cyclophyllum longiflorum,Cyclophyllum longiflorum,Cyclophyllum longiflorum,77069543-1,77069543-1,Species
Cyclophyllum longipetalum,17.95,1393.5,335.0,52.0,Cyclophyllum longipetalum,Cyclophyllum longipetalum,Cyclophyllum longipetalum,20002992-1,20002992-1,Species
Cyclophyllum macphersonii,20.35,2932.7,373.0,52.0,Cyclophyllum macphersonii,Cyclophyllum macphersonii,Cyclophyllum macphersonii,77150019-1,77150019-1,Species
Cyclophyllum maritimum,25.15,1879.8,183.0,57.0,Cyclophyllum maritimum,Cyclophyllum maritimum,Cyclophyllum maritimum,20002994-1,20002994-1,Species
Cyclophyllum merrillianum,22.55,2248.7,246.0,53.0,Cyclophyllum merrillianum,Cyclophyllum merrillianum,Cyclophyllum merrillianum,748093-1,748093-1,Species
Cyclophyllum multiflorum,22.85,2234.0,255.0,53.0,Cyclophyllum multiflorum,Cyclophyllum multiflorum,Cyclophyllum multiflorum,20002995-1,20002995-1,Species
Cyclophyllum pancheri,20.4,2560.75,395.0,52.0,Cyclophyllum pancheri,Cyclophyllum pancheri,Cyclophyllum pancheri,989703-1,989703-1,Species
Cyclophyllum pindaiense,23.25,1205.4,245.0,54.0,Cyclophyllum pindaiense,Cyclophyllum pindaiense,Cyclophyllum pindaiense,77150016-1,77150016-1,Species
Cyclophyllum protractum,22.55,2125.9,238.0,51.0,Cyclophyllum protractum,Cyclophyllum protractum,Cyclophyllum protractum,20002993-1,20002993-1,Species
Cyclophyllum rostellatum,24.65,1644.4,154.5,55.5,Cyclophyllum rostellatum,Cyclophyllum rostellatum,Cyclophyllum rostellatum,20002991-1,20002991-1,Species
Cyclophyllum sagittatum,22.35,1408.2,289.0,54.0,Cyclophyllum sagittatum,Cyclophyllum sagittatum,Cyclophyllum sagittatum,748094-1,748094-1,Species
Cyclophyllum schultzii,27.05,1524.9,148.0,60.0,Cyclophyllum schultzii,Cyclophyllum schultzii,Cyclophyllum schultzii,20002996-1,20002996-1,Species
Cyclophyllum schultzii f. angustifolium,26.95,1670.8,153.0,60.0,Cyclophyllum schultzii f. angustifolium,Cyclophyllum schultzii f. angustifolium,Cyclophyllum schultzii,20002996-1,20002997-1,Form
Cyclophyllum schultzii f. schultzii,27.35,1751.75,156.0,59.0,Cyclophyllum schultzii f. schultzii,Cyclophyllum schultzii f. schultzii,Cyclophyllum schultzii,20002996-1,77169202-1,Form
Cyclophyllum subulatum,22.0,1650.95,309.0,52.5,Cyclophyllum subulatum,Cyclophyllum subulatum,Cyclophyllum subulatum,989704-1,989704-1,Species
Cyclophyllum tenuipes,23.05,1676.45,492.0,55.0,Cyclophyllum tenuipes,Cyclophyllum tenuipes,Cyclophyllum tenuipes,748096-1,748096-1,Species
Cyclophyllum tieaense,23.05,1400.4,256.0,54.0,Cyclophyllum tieaense,Cyclophyllum tieaense,Cyclophyllum tieaense,77150015-1,77150015-1,Species
Cyclophyllum tiebaghiense,22.15,1283.85,320.5,54.5,Cyclophyllum tiebaghiense,Cyclophyllum tiebaghiense,Cyclophyllum tiebaghiense,77150014-1,77150014-1,Species
Cyclophyllum valetonianum,24.75,2154.1,425.0,52.0,Cyclophyllum valetonianum,Cyclophyllum valetonianum,Cyclophyllum valetonianum,77069545-1,77069545-1,Species
Cylindropsis parvifolia,24.15,1803.0,265.0,50.0,Cylindropsis parvifolia,Cylindropsis parvifolia,Cylindropsis parvifolia,78198-1,78198-1,Species
Cynanchum absconditum,24.75,1418.7,237.0,60.0,Cynanchum absconditum,Cynanchum absconditum,Cynanchum absconditum,972836-1,972836-1,Species
Cynanchum abyssinicum,16.95,1356.9,362.5,60.5,Cynanchum abyssinicum,Cynanchum abyssinicum,Cynanchum abyssinicum,95979-1,95979-1,Species
Cynanchum acutum,15.25,544.1,326.0,75.0,Cynanchum acutum,Cynanchum acutum,Cynanchum acutum,95989-1,95989-1,Species
Cynanchum acutum subsp. acutum,15.8,572.75,311.0,74.0,Cynanchum acutum subsp. acutum,Cynanchum acutum subsp. acutum,Cynanchum acutum,95989-1,77173283-1,Subspecies
Cynanchum acutum subsp. sibiricum,10.05,189.0,253.0,78.0,Cynanchum acutum subsp. sibiricum,Cynanchum acutum subsp. sibiricum,Cynanchum acutum,95989-1,77189771-1,Subspecies
Cynanchum acutum var. monspeliacum,15.15,623.5,510.5,67.0,Cynanchum acutum var. monspeliacum,Cynanchum acutum,Cynanchum acutum,95989-1,95989-1,Species
Cynanchum adalinae,24.75,1852.8,314.0,51.0,Cynanchum adalinae,Cynanchum adalinae,Cynanchum adalinae,95990-1,95990-1,Species
Cynanchum adalinae subsp. adalinae,23.35,2263.4,292.0,51.0,Cynanchum adalinae subsp. adalinae,Cynanchum adalinae subsp. adalinae,Cynanchum adalinae,95990-1,77172628-1,Subspecies
Cynanchum adalinae subsp. mannii,25.15,2702.4,359.0,51.0,Cynanchum adalinae subsp. mannii,Cynanchum adalinae subsp. mannii,Cynanchum adalinae,95990-1,77189117-1,Subspecies
Cynanchum africanum,16.65,641.95,261.0,66.0,Cynanchum africanum,Cynanchum africanum,Cynanchum africanum,95995-1,95995-1,Species
Cynanchum africanum var. africanum,16.65,644.0,226.0,65.0,Cynanchum africanum var. africanum,Cynanchum africanum,Cynanchum africanum,95995-1,95995-1,Species
Cynanchum alatum,16.9,1346.3,360.5,61.0,Cynanchum alatum,Cynanchum alatum,Cynanchum alatum,95997-1,95997-1,Species
Cynanchum altiscandens,17.25,1124.2,310.0,63.0,Cynanchum altiscandens,Cynanchum altiscandens,Cynanchum altiscandens,96005-1,96005-1,Species
Cynanchum ambovombense,23.35,1518.3,183.0,62.0,Cynanchum ambovombense,Cynanchum ambovombense,Cynanchum ambovombense,20003338-1,20003338-1,Species
Cynanchum ampanihense,23.5,795.4000000000001,113.5,66.5,Cynanchum ampanihense,Cynanchum ampanihense,Cynanchum ampanihense,96010-1,96010-1,Species
Cynanchum analamazaotrense,21.35,2462.7,330.0,52.0,Cynanchum analamazaotrense,Cynanchum analamazaotrense,Cynanchum analamazaotrense,96013-1,96013-1,Species
Cynanchum andringitrense,17.15,1559.35,234.0,56.0,Cynanchum andringitrense,Cynanchum andringitrense,Cynanchum andringitrense,96014-1,96014-1,Species
Cynanchum angavokeliense,17.05,1611.0,215.5,57.0,Cynanchum angavokeliense,Cynanchum angavokeliense,Cynanchum angavokeliense,96017-1,96017-1,Species
Cynanchum anthonyanum,9.55,659.1,468.0,66.0,Cynanchum anthonyanum,Cynanchum anthonyanum,Cynanchum anthonyanum,96022-1,96022-1,Species
Cynanchum antsiranense,24.75,1450.6,300.0,56.0,Cynanchum antsiranense,Cynanchum antsiranense,Cynanchum antsiranense,20003339-1,20003339-1,Species
Cynanchum appendiculatopsis,16.450000000000003,1412.65,252.0,55.5,Cynanchum appendiculatopsis,Cynanchum appendiculatopsis,Cynanchum appendiculatopsis,990091-1,990091-1,Species
Cynanchum appendiculatum,12.15,2167.5,270.0,59.5,Cynanchum appendiculatum,Cynanchum appendiculatum,Cynanchum appendiculatum,96028-1,96028-1,Species
Cynanchum arabicum,17.95,805.7,267.0,76.0,Cynanchum arabicum,Cynanchum arabicum,Cynanchum arabicum,77120418-1,77120418-1,Species
Cynanchum arenarium,24.65,714.8,130.0,66.0,Cynanchum arenarium,Cynanchum arenarium,Cynanchum arenarium,96030-1,96030-1,Species
Cynanchum areysianum,21.35,184.7,395.0,80.0,Cynanchum areysianum,Cynanchum areysianum,Cynanchum areysianum,77120419-1,77120419-1,Species
Cynanchum balense,11.05,2546.7,469.0,61.0,Cynanchum balense,Cynanchum balense,Cynanchum balense,990655-1,990655-1,Species
Cynanchum baronii,21.65,2724.3,365.0,57.0,Cynanchum baronii,Cynanchum baronii,Cynanchum baronii,96052-1,96052-1,Species
Cynanchum batangense,9.95,575.0,481.0,67.0,Cynanchum batangense,Cynanchum batangense,Cynanchum batangense,939223-1,939223-1,Species
Cynanchum bisinuatum,22.05,1268.0,136.0,66.0,Cynanchum bisinuatum,Cynanchum bisinuatum,Cynanchum bisinuatum,96060-1,96060-1,Species
Cynanchum blandum,25.75,2141.05,276.0,47.0,Cynanchum blandum,Cynanchum blandum,Cynanchum blandum,908610-1,908610-1,Species
Cynanchum blyttioides,24.75,141.6,132.0,81.0,Cynanchum blyttioides,Cynanchum blyttioides,Cynanchum blyttioides,990656-1,990656-1,Species
Cynanchum bojerianum,19.0,1700.45,187.5,58.5,Cynanchum bojerianum,Cynanchum bojerianum,Cynanchum bojerianum,77176906-1,77176906-1,Species
Cynanchum bosseri,19.2,2260.5,417.5,53.0,Cynanchum bosseri,Cynanchum bosseri,Cynanchum bosseri,972837-1,972837-1,Species
Cynanchum boudieri,10.65,2026.9,678.0,51.0,Cynanchum boudieri,Cynanchum boudieri,Cynanchum boudieri,96067-1,96067-1,Species
Cynanchum boudieri subsp. caudatum,8.7,1910.75,696.0,53.0,Cynanchum boudieri subsp. caudatum,Cynanchum maximoviczii,Cynanchum maximoviczii,96387-1,96387-1,Species
Cynanchum boudieri var. tanzawamontanum,10.0,2171.2,626.0,53.0,Cynanchum boudieri var. tanzawamontanum,Cynanchum boudieri,Cynanchum boudieri,96067-1,96067-1,Species
Cynanchum boveanum,27.4,148.3,61.5,79.0,Cynanchum boveanum,Cynanchum boveanum,Cynanchum boveanum,96068-1,96068-1,Species
Cynanchum boveanum subsp. nubicum,28.55,758.35,88.0,65.0,Cynanchum boveanum subsp. nubicum,Cynanchum boveanum subsp. nubicum,Cynanchum boveanum,96068-1,77158551-1,Subspecies
Cynanchum brasiliense,23.549999999999997,1587.3000000000002,341.5,52.5,Cynanchum brasiliense,Cynanchum brasiliense,Cynanchum brasiliense,1079180-2,1079180-2,Species
Cynanchum brevicoronatum,14.95,1220.6,464.0,60.5,Cynanchum brevicoronatum,Cynanchum brevicoronatum,Cynanchum brevicoronatum,982427-1,982427-1,Species
Cynanchum brevipedicellatum,25.05,478.9,56.0,68.0,Cynanchum brevipedicellatum,Cynanchum brevipedicellatum,Cynanchum brevipedicellatum,77120420-1,77120420-1,Species
Cynanchum bungei,11.25,588.0,285.5,75.5,Cynanchum bungei,Cynanchum bungei,Cynanchum bungei,96079-1,96079-1,Species
Cynanchum callialatum,25.15,1799.9499999999998,262.0,63.0,Cynanchum callialatum,Cynanchum callialatum,Cynanchum callialatum,96083-1,96083-1,Species
Cynanchum carautanum,25.75,1620.2,163.0,50.0,Cynanchum carautanum,Cynanchum carautanum,Cynanchum carautanum,275558-2,275558-2,Species
Cynanchum caudigerum,26.55,1949.6,205.0,56.0,Cynanchum caudigerum,Cynanchum caudigerum,Cynanchum caudigerum,74087-2,74087-2,Species
Cynanchum chouxii,17.35,2347.75,385.0,46.5,Cynanchum chouxii,Cynanchum chouxii,Cynanchum chouxii,972838-1,972838-1,Species
Cynanchum comorense,24.95,1578.6,307.0,56.0,Cynanchum comorense,Cynanchum comorense,Cynanchum comorense,96112-1,96112-1,Species
Cynanchum compactum,16.15,1340.7,234.0,55.0,Cynanchum compactum,Cynanchum compactum,Cynanchum compactum,96113-1,96113-1,Species
Cynanchum compactum var. compactum,17.2,1352.7,230.5,57.5,Cynanchum compactum var. compactum,Cynanchum compactum,Cynanchum compactum,96113-1,96113-1,Species
Cynanchum compactum var. imerinense,17.65,1591.2,228.5,56.0,Cynanchum compactum var. imerinense,Cynanchum compactum,Cynanchum compactum,96113-1,96113-1,Species
Cynanchum corymbosum,21.15,1823.7,323.0,55.0,Cynanchum corymbosum,Cynanchum corymbosum,Cynanchum corymbosum,96123-1,96123-1,Species
Cynanchum crassiantherae,26.55,471.1,148.0,78.0,Cynanchum crassiantherae,Cynanchum crassiantherae,Cynanchum crassiantherae,990658-1,990658-1,Species
Cynanchum crassipedicellatum,19.95,1169.1,191.0,62.0,Cynanchum crassipedicellatum,Cynanchum crassipedicellatum,Cynanchum crassipedicellatum,979306-1,979306-1,Species
Cynanchum cubense,24.5,1537.9,522.5,64.5,Cynanchum cubense,Cynanchum cubense,Cynanchum cubense,74097-2,74097-2,Species
Cynanchum cucullatum,14.6,2070.75,300.5,54.5,Cynanchum cucullatum,Cynanchum cucullatum,Cynanchum cucullatum,96132-1,96132-1,Species
Cynanchum cyathiforme,19.9,1701.0,443.5,59.5,Cynanchum cyathiforme,Cynanchum cyathiforme,Cynanchum cyathiforme,1117504-2,1117504-2,Species
Cynanchum daltonii,22.25,382.6,264.0,72.0,Cynanchum daltonii,Cynanchum daltonii,Cynanchum daltonii,77120421-1,77120421-1,Species
