,taxa,AntiMal_Metabolites,AntiBac_Metabolites,antimal_snippet,antibac_snippet,Source
404,Asclepias cryptoceras,,,"""[]""","""[]""",KNApSAcK
405,Asclepias cryptoceras subsp. cryptoceras,,,"""[]""","""[]""",KNApSAcK
406,Asclepias cryptoceras subsp. davisii,,,"""[]""","""[]""",KNApSAcK
407,Asclepias cucullata,,,"""[]""","""[]""",KNApSAcK
408,Asclepias cucullata subsp. cucullata,,,"""[]""","""[]""",KNApSAcK
409,Asclepias cucullata subsp. scabrifolia,,,"""[]""","""[]""",KNApSAcK
410,Asclepias cultriformis,,,"""[]""","""[]""",KNApSAcK
411,Asclepias curassavica,,,"""[]""","""[]""",KNApSAcK
412,Asclepias curtissii,,,"""[]""","""[]""",KNApSAcK
413,Asclepias cutleri,,,"""[]""","""[]""",KNApSAcK
414,Asclepias densiflora,,,"""[]""","""[]""",KNApSAcK
415,Asclepias dependens,,,"""[]""","""[]""",KNApSAcK
416,Asclepias depressa,,,"""[]""","""[]""",KNApSAcK
417,Asclepias dinteri,,,"""[]""","""[]""",KNApSAcK
418,Asclepias disparilis,,,"""[]""","""[]""",KNApSAcK
419,Asclepias dissona,,,"""[]""","""[]""",KNApSAcK
420,Asclepias eastwoodiana,,,"""[]""","""[]""",KNApSAcK
421,Asclepias edentata,,,"""[]""","""[]""",KNApSAcK
422,Asclepias elata,,,"""[]""","""[]""",KNApSAcK
423,Asclepias elegantula,,,"""[]""","""[]""",KNApSAcK
424,Asclepias eminens,,,"""[]""","""[]""",KNApSAcK
425,Asclepias emoryi,,,"""[]""","""[]""",KNApSAcK
426,Asclepias engelmanniana,,,"""[]""","""[]""",KNApSAcK
427,Asclepias eriocarpa,,,"""[]""","""[]""",KNApSAcK
428,Asclepias erosa,,,"""[]""","""[]""",KNApSAcK
429,Asclepias euphorbiifolia,,,"""[]""","""[]""",KNApSAcK
430,Asclepias exaltata,,,"""[]""","""[]""",KNApSAcK
431,Asclepias expansa,,,"""[]""","""[]""",KNApSAcK
432,Asclepias fallax,,,"""[]""","""[]""",KNApSAcK
433,Asclepias fascicularis,,,"""[]""","""[]""",KNApSAcK
434,Asclepias feayi,,,"""[]""","""[]""",KNApSAcK
435,Asclepias fimbriata,,,"""[]""","""[]""",KNApSAcK
436,Asclepias flanaganii,,,"""[]""","""[]""",KNApSAcK
437,Asclepias flexuosa,,,"""[]""","""[]""",KNApSAcK
438,Asclepias foliosa,,,"""[]""","""[]""",KNApSAcK
439,Asclepias fournieri,,,"""[]""","""[]""",KNApSAcK
440,Asclepias fulva,,,"""[]""","""[]""",KNApSAcK
441,Asclepias galeottii,,,"""[]""","""[]""",KNApSAcK
442,Asclepias gentryi,,,"""[]""","""[]""",KNApSAcK
443,Asclepias gibba,,,"""[]""","""[]""",KNApSAcK
444,Asclepias gibba var. gibba,,,"""[]""","""[]""",KNApSAcK
445,Asclepias gibba var. media,,,"""[]""","""[]""",KNApSAcK
446,Asclepias glaucescens,,,"""[]""","""[]""",KNApSAcK
447,Asclepias gordon-grayae,,,"""[]""","""[]""",KNApSAcK
448,Asclepias graminifolia,,,"""[]""","""[]""",KNApSAcK
449,Asclepias grandirandii,,,"""[]""","""[]""",KNApSAcK
450,Asclepias hallii,,,"""[]""","""[]""",KNApSAcK
451,Asclepias hirtella,,,"""[]""","""[]""",KNApSAcK
452,Asclepias humilis,,,"""[]""","""[]""",KNApSAcK
453,Asclepias humistrata,,,"""[]""","""[]""",KNApSAcK
454,Asclepias hypoleuca,,,"""[]""","""[]""",KNApSAcK
455,Asclepias inaequalis,,,"""[]""","""[]""",KNApSAcK
456,Asclepias incarnata,,,"""[]""","""[]""",KNApSAcK
457,Asclepias incarnata subsp. incarnata,,,"""[]""","""[]""",KNApSAcK
458,Asclepias incarnata subsp. pulchra,,,"""[]""","""[]""",KNApSAcK
459,Asclepias involucrata,,,"""[]""","""[]""",KNApSAcK
460,Asclepias jaliscana,,,"""[]""","""[]""",KNApSAcK
461,Asclepias jorgeana,,,"""[]""","""[]""",KNApSAcK
462,Asclepias kamerunensis,,,"""[]""","""[]""",KNApSAcK
463,Asclepias labriformis,,,"""[]""","""[]""",KNApSAcK
464,Asclepias lanceolata,,,"""[]""","""[]""",KNApSAcK
465,Asclepias langsdorffii,,,"""[]""","""[]""",KNApSAcK
466,Asclepias lanuginosa,,,"""[]""","""[]""",KNApSAcK
467,Asclepias latifolia,,,"""[]""","""[]""",KNApSAcK
468,Asclepias lemmonii,,,"""[]""","""[]""",KNApSAcK
469,Asclepias leptopus,,,"""[]""","""[]""",KNApSAcK
470,Asclepias linaria,,,"""[]""","""[]""",KNApSAcK
471,Asclepias linearis,,,"""[]""","""[]""",KNApSAcK
472,Asclepias longifolia,,,"""[]""","""[]""",KNApSAcK
473,Asclepias longirostra,,,"""[]""","""[]""",KNApSAcK
474,Asclepias longissima,,,"""[]""","""[]""",KNApSAcK
475,Asclepias lynchiana,,,"""[]""","""[]""",KNApSAcK
476,Asclepias macropus,,,"""[]""","""[]""",KNApSAcK
477,Asclepias macrotis,,,"""[]""","""[]""",KNApSAcK
478,Asclepias masonii,,,"""[]""","""[]""",KNApSAcK
479,Asclepias mcvaughii,,,"""[]""","""[]""",KNApSAcK
480,Asclepias meadii,,,"""[]""","""[]""",KNApSAcK
481,Asclepias melantha,,,"""[]""","""[]""",KNApSAcK
482,Asclepias meliodora,,,"""[]""","""[]""",KNApSAcK
483,Asclepias mellodora,,,"""[]""","""[]""",KNApSAcK
484,Asclepias mexicana,,,"""[]""","""[]""",KNApSAcK
485,Asclepias meyeriana,,,"""[]""","""[]""",KNApSAcK
486,Asclepias michauxii,,,"""[]""","""[]""",KNApSAcK
487,Asclepias minor,,,"""[]""","""[]""",KNApSAcK
488,Asclepias minutiflora,,,"""[]""","""[]""",KNApSAcK
489,Asclepias mirifica,,,"""[]""","""[]""",KNApSAcK
490,Asclepias montevaga,,,"""[]""","""[]""",KNApSAcK
491,Asclepias monticola,,,"""[]""","""[]""",KNApSAcK
492,Asclepias mtorwiensis,,,"""[]""","""[]""",KNApSAcK
493,Asclepias nana,,,"""[]""","""[]""",KNApSAcK
494,Asclepias navicularis,,,"""[]""","""[]""",KNApSAcK
495,Asclepias nivea,,,"""[]""","""[]""",KNApSAcK
496,Asclepias nivea var. intermedia,,,"""[]""","""[]""",KNApSAcK
497,Asclepias nivea var. nivea,,,"""[]""","""[]""",KNApSAcK
498,Asclepias nummularia,,,"""[]""","""[]""",KNApSAcK
499,Asclepias nummularioides,,,"""[]""","""[]""",KNApSAcK
500,Asclepias nuttii,,,"""[]""","""[]""",KNApSAcK
501,Asclepias nyctaginifolia,,,"""[]""","""[]""",KNApSAcK
502,Asclepias obovata,,,"""[]""","""[]""",KNApSAcK
503,Asclepias occidentalis,,,"""[]""","""[]""",KNApSAcK
504,Asclepias oenotheroides,,,"""[]""","""[]""",KNApSAcK
505,Asclepias oreophila,,,"""[]""","""[]""",KNApSAcK
506,Asclepias otarioides,,,"""[]""","""[]""",KNApSAcK
507,Asclepias ovalifolia,,,"""[]""","""[]""",KNApSAcK
508,Asclepias ovata,,,"""[]""","""[]""",KNApSAcK
509,Asclepias palustris,,,"""[]""","""[]""",KNApSAcK
510,Asclepias patens,,,"""[]""","""[]""",KNApSAcK
511,Asclepias pedicellata,,,"""[]""","""[]""",KNApSAcK
512,Asclepias pellucida,,,"""[]""","""[]""",KNApSAcK
513,Asclepias peltigera,,,"""[]""","""[]""",KNApSAcK
514,Asclepias perennis,,,"""[]""","""[]""",KNApSAcK
515,Asclepias pilgeriana,,,"""[]""","""[]""",KNApSAcK
516,Asclepias praemorsa,,,"""[]""","""[]""",KNApSAcK
517,Asclepias pratensis,,,"""[]""","""[]""",KNApSAcK
518,Asclepias pringlei,,,"""[]""","""[]""",KNApSAcK
519,Asclepias prostrata,,,"""[]""","""[]""",KNApSAcK
520,Asclepias pseudoamabilis,,,"""[]""","""[]""",KNApSAcK
521,Asclepias pseudofimbriata,,,"""[]""","""[]""",KNApSAcK
522,Asclepias pseudorubricaulis,,,"""[]""","""[]""",KNApSAcK
523,Asclepias puberula,,,"""[]""","""[]""",KNApSAcK
524,Asclepias pumila,,,"""[]""","""[]""",KNApSAcK
525,Asclepias purpurascens,,,"""[]""","""[]""",KNApSAcK
526,Asclepias pygmaea,,,"""[]""","""[]""",KNApSAcK
527,Asclepias quadrifolia,,,"""[]""","""[]""",KNApSAcK
528,Asclepias quinquedentata,,,"""[]""","""[]""",KNApSAcK
529,Asclepias randii,,,"""[]""","""[]""",KNApSAcK
530,Asclepias rara,,,"""[]""","""[]""",KNApSAcK
531,Asclepias rubra,,,"""[]""","""[]""",KNApSAcK
532,Asclepias rusbyi,,,"""[]""","""[]""",KNApSAcK
533,Asclepias ruthiae,,,"""[]""","""[]""",KNApSAcK
534,Asclepias sanjuanensis,,,"""[]""","""[]""",KNApSAcK
535,Asclepias scaposa,,,"""[]""","""[]""",KNApSAcK
536,Asclepias scheryi,,,"""[]""","""[]""",KNApSAcK
537,Asclepias schlechteri,,,"""[]""","""[]""",KNApSAcK
538,Asclepias schumanniana,,,"""[]""","""[]""",KNApSAcK
539,Asclepias senecionifolia,,,"""[]""","""[]""",KNApSAcK
540,Asclepias shabaensis,,,"""[]""","""[]""",KNApSAcK
541,Asclepias similis,,,"""[]""","""[]""",KNApSAcK
542,Asclepias solanoana,,,"""[]""","""[]""",KNApSAcK
543,Asclepias solstitialis,,,"""[]""","""[]""",KNApSAcK
544,Asclepias speciosa,,,"""[]""","""[]""",KNApSAcK
545,Asclepias sperryi,,,"""[]""","""[]""",KNApSAcK
546,Asclepias sphacelata,,,"""[]""","""[]""",KNApSAcK
547,Asclepias standleyi,,,"""[]""","""[]""",KNApSAcK
548,Asclepias stathmostelmoides,,,"""[]""","""[]""",KNApSAcK
549,Asclepias stellifera,,,"""[]""","""[]""",KNApSAcK
550,Asclepias stenophylla,,,"""[]""","""[]""",KNApSAcK
551,Asclepias subaphylla,,,"""[]""","""[]""",KNApSAcK
552,Asclepias subulata,,,"""[]""","""[]""",KNApSAcK
553,Asclepias subverticillata,,,"""[]""","""[]""",KNApSAcK
554,Asclepias subviridis,,,"""[]""","""[]""",KNApSAcK
555,Asclepias sullivantii,,,"""[]""","""[]""",KNApSAcK
556,Asclepias syriaca,,,"""[]""","""[]""",KNApSAcK
557,Asclepias tanganyikensis,,,"""[]""","""[]""",KNApSAcK
558,Asclepias texana,,,"""[]""","""[]""",KNApSAcK
559,Asclepias tomentosa,,,"""[]""","""[]""",KNApSAcK
560,Asclepias tuberosa,,,"""[]""","""[]""",KNApSAcK
561,Asclepias tuberosa subsp. interior,,,"""[]""","""[]""",KNApSAcK
562,Asclepias tuberosa subsp. rolfsii,,,"""[]""","""[]""",KNApSAcK
563,Asclepias tuberosa subsp. tuberosa,,,"""[]""","""[]""",KNApSAcK
564,Asclepias ulophylla,,,"""[]""","""[]""",KNApSAcK
565,Asclepias uncialis,,,"""[]""","""[]""",KNApSAcK
566,Asclepias variegata,,,"""[]""","""[]""",KNApSAcK
567,Asclepias velutina,,,"""[]""","""[]""",KNApSAcK
568,Asclepias verticillata,,,"""[]""","""[]""",KNApSAcK
569,Asclepias vestita,,,"""[]""","""[]""",KNApSAcK
570,Asclepias vestita subsp. parishii,,,"""[]""","""[]""",KNApSAcK
571,Asclepias vestita subsp. vestita,,,"""[]""","""[]""",KNApSAcK
572,Asclepias vicaria,,,"""[]""","""[]""",KNApSAcK
573,Asclepias vinosa,,,"""[]""","""[]""",KNApSAcK
574,Asclepias viridiflora,,,"""[]""","""[]""",KNApSAcK
575,Asclepias viridis,,,"""[]""","""[]""",KNApSAcK
576,Asclepias viridula,,,"""[]""","""[]""",KNApSAcK
577,Asclepias virletii,,,"""[]""","""[]""",KNApSAcK
578,Asclepias welshii,,,"""[]""","""[]""",KNApSAcK
579,Asclepias woodii,,,"""[]""","""[]""",KNApSAcK
580,Asclepias woodsoniana,,,"""[]""","""[]""",KNApSAcK
581,Asclepias zanthodacryon,,,"""[]""","""[]""",KNApSAcK
582,Asketanthera calycosa,,,"""[]""","""[]""",KNApSAcK
583,Asketanthera dolichopetala,,,"""[]""","""[]""",KNApSAcK
584,Asketanthera longiflora,,,"""[]""","""[]""",KNApSAcK
585,Asketanthera picardae,,,"""[]""","""[]""",KNApSAcK
586,Aspidoglossum albocoronatum,,,"""[]""","""[]""",KNApSAcK
587,Aspidoglossum angustissimum,,,"""[]""","""[]""",KNApSAcK
588,Aspidoglossum angustissimum subsp. angustissimum,,,"""[]""","""[]""",KNApSAcK
589,Aspidoglossum araneiferum,,,"""[]""","""[]""",KNApSAcK
590,Aspidoglossum biflorum,,,"""[]""","""[]""",KNApSAcK
591,Aspidoglossum breve,,,"""[]""","""[]""",KNApSAcK
592,Aspidoglossum carinatum,,,"""[]""","""[]""",KNApSAcK
593,Aspidoglossum connatum,,,"""[]""","""[]""",KNApSAcK
594,Aspidoglossum crebrum,,,"""[]""","""[]""",KNApSAcK
595,Aspidoglossum delagoense,,,"""[]""","""[]""",KNApSAcK
596,Aspidoglossum demissum,,,"""[]""","""[]""",KNApSAcK
597,Aspidoglossum difficile,,,"""[]""","""[]""",KNApSAcK
598,Aspidoglossum dissimile,,,"""[]""","""[]""",KNApSAcK
599,Aspidoglossum elliotii,,,"""[]""","""[]""",KNApSAcK
600,Aspidoglossum erubescens,,,"""[]""","""[]""",KNApSAcK
601,Aspidoglossum eylesii,,,"""[]""","""[]""",KNApSAcK
602,Aspidoglossum fasciculare,,,"""[]""","""[]""",KNApSAcK
603,Aspidoglossum flanaganii,,,"""[]""","""[]""",KNApSAcK
604,Aspidoglossum glabellum,,,"""[]""","""[]""",KNApSAcK
605,Aspidoglossum glabrescens,,,"""[]""","""[]""",KNApSAcK
606,Aspidoglossum glanduliferum,,,"""[]""","""[]""",KNApSAcK
607,Aspidoglossum gracile,,,"""[]""","""[]""",KNApSAcK
608,Aspidoglossum grandiflorum,,,"""[]""","""[]""",KNApSAcK
609,Aspidoglossum heterophyllum,,,"""[]""","""[]""",KNApSAcK
610,Aspidoglossum hirundo,,,"""[]""","""[]""",KNApSAcK
611,Aspidoglossum interruptum,,,"""[]""","""[]""",KNApSAcK
612,Aspidoglossum lamellatum,,,"""[]""","""[]""",KNApSAcK
613,Aspidoglossum lanatum,,,"""[]""","""[]""",KNApSAcK
614,Aspidoglossum masaicum,,,"""[]""","""[]""",KNApSAcK
615,Aspidoglossum nyasae,,,"""[]""","""[]""",KNApSAcK
616,Aspidoglossum ovalifolium,,,"""[]""","""[]""",KNApSAcK
617,Aspidoglossum restioides,,,"""[]""","""[]""",KNApSAcK
618,Aspidoglossum rhodesicum,,,"""[]""","""[]""",KNApSAcK
619,Aspidoglossum uncinatum,,,"""[]""","""[]""",KNApSAcK
620,Aspidoglossum validum,,,"""[]""","""[]""",KNApSAcK
621,Aspidoglossum virgatum,,,"""[]""","""[]""",KNApSAcK
622,Aspidoglossum woodii,,,"""[]""","""[]""",KNApSAcK
623,Aspidoglossum xanthosphaerum,,,"""[]""","""[]""",KNApSAcK
624,Aspidonepsis cognata,,,"""[]""","""[]""",KNApSAcK
625,Aspidonepsis diploglossa,,,"""[]""","""[]""",KNApSAcK
626,Aspidonepsis flava,,,"""[]""","""[]""",KNApSAcK
627,Aspidonepsis reenensis,,,"""[]""","""[]""",KNApSAcK
628,Aspidonepsis shebae,,,"""[]""","""[]""",KNApSAcK
629,Aspidosperma album,,,"""[]""","""[]""",KNApSAcK
630,Aspidosperma araracanga,,,"""[]""","""[]""",KNApSAcK
631,Aspidosperma auriculatum,,,"""[]""","""[]""",KNApSAcK
632,Aspidosperma australe,,,"""[]""","""[]""",KNApSAcK
633,Aspidosperma brasiliense,,,"""[]""","""[]""",KNApSAcK
634,Aspidosperma camporum,,,"""[]""","""[]""",KNApSAcK
635,Aspidosperma capitatum,,,"""[]""","""[]""",KNApSAcK
636,Aspidosperma carapanauba,,,"""[]""","""[]""",KNApSAcK
637,Aspidosperma castroanum,,,"""[]""","""[]""",KNApSAcK
638,Aspidosperma centrale,,,"""[]""","""[]""",KNApSAcK
639,Aspidosperma confertiflorum,,,"""[]""","""[]""",KNApSAcK
640,Aspidosperma crypticum,,,"""[]""","""[]""",KNApSAcK
641,Aspidosperma cuspa,,,"""[]""","""[]""",KNApSAcK
642,Aspidosperma cylindrocarpon,,,"""[]""","""[]""",KNApSAcK
643,Aspidosperma darienense,,,"""[]""","""[]""",KNApSAcK
644,Aspidosperma decussatum,,,"""[]""","""[]""",KNApSAcK
645,Aspidosperma desmanthum,,,"""[]""","""[]""",KNApSAcK
646,Aspidosperma discolor,,,"""[]""","""[]""",KNApSAcK
647,Aspidosperma dispermum,,,"""[]""","""[]""",KNApSAcK
648,Aspidosperma duckei,,,"""[]""","""[]""",KNApSAcK
649,Aspidosperma eburneum,,,"""[]""","""[]""",KNApSAcK
650,Aspidosperma ellipsocarpum,,,"""[]""","""[]""",KNApSAcK
651,Aspidosperma eteanum,,,"""[]""","""[]""",KNApSAcK
652,Aspidosperma excelsum,,,"""[]""","""[]""",KNApSAcK
653,Aspidosperma fendleri,,,"""[]""","""[]""",KNApSAcK
654,Aspidosperma flaviflorum,,,"""[]""","""[]""",KNApSAcK
655,Aspidosperma formosanum,,,"""[]""","""[]""",KNApSAcK
656,Aspidosperma gehrtii,,,"""[]""","""[]""",KNApSAcK
657,Aspidosperma gilbertii,,,"""[]""","""[]""",KNApSAcK
658,Aspidosperma glaucum,,,"""[]""","""[]""",KNApSAcK
659,Aspidosperma helstonei,,,"""[]""","""[]""",KNApSAcK
660,Aspidosperma heringeri,,,"""[]""","""[]""",KNApSAcK
661,Aspidosperma huberianum,,,"""[]""","""[]""",KNApSAcK
662,Aspidosperma illustre,,,"""[]""","""[]""",KNApSAcK
663,Aspidosperma inundatum,,,"""[]""","""[]""",KNApSAcK
664,Aspidosperma leucocymosum,,,"""[]""","""[]""",KNApSAcK
665,Aspidosperma limae,,,"""[]""","""[]""",KNApSAcK
666,Aspidosperma macrocarpon,,,"""[]""","""[]""",KNApSAcK
667,Aspidosperma macrophyllum,,,"""[]""","""[]""",KNApSAcK
668,Aspidosperma macrophyllum subsp. macrophyllum,,,"""[]""","""[]""",KNApSAcK
669,Aspidosperma macrophyllum subsp. morii,,,"""[]""","""[]""",KNApSAcK
670,Aspidosperma megalocarpon,,,"""[]""","""[]""",KNApSAcK
671,Aspidosperma megalocarpon subsp. curranii,,,"""[]""","""[]""",KNApSAcK
672,Aspidosperma megalocarpon subsp. megalocarpon,,,"""[]""","""[]""",KNApSAcK
673,Aspidosperma megaphyllum,,,"""[]""","""[]""",KNApSAcK
674,Aspidosperma multiflorum,,,"""[]""","""[]""",KNApSAcK
675,Aspidosperma myristicifolium,,,"""[]""","""[]""",KNApSAcK
676,Aspidosperma nanum,,,"""[]""","""[]""",KNApSAcK
677,Aspidosperma neblinae,,,"""[]""","""[]""",KNApSAcK
678,Aspidosperma nemorale,,,"""[]""","""[]""",KNApSAcK
679,Aspidosperma nigricans,,,"""[]""","""[]""",KNApSAcK
680,Aspidosperma nobile,,,"""[]""","""[]""",KNApSAcK
681,Aspidosperma oblongum,,,"""[]""","""[]""",KNApSAcK
682,Aspidosperma obscurinervium,,,"""[]""","""[]""",KNApSAcK
683,Aspidosperma olivaceum,,,"""[]""","""[]""",KNApSAcK
684,Aspidosperma pachypterum,,,"""[]""","""[]""",KNApSAcK
685,Aspidosperma parvifolium,,,"""[]""","""[]""",KNApSAcK
686,Aspidosperma pichonianum,,,"""[]""","""[]""",KNApSAcK
687,Aspidosperma polyneuron,,,"""[]""","""[]""",KNApSAcK
688,Aspidosperma pyricollum,,,"""[]""","""[]""",KNApSAcK
689,Aspidosperma pyrifolium,,,"""[]""","""[]""",KNApSAcK
690,Aspidosperma quebracho-blanco,,,"""[]""","""[]""",KNApSAcK
691,Aspidosperma quirandy,,,"""[]""","""[]""",KNApSAcK
692,Aspidosperma ramiflorum,,,"""[]""","""[]""",KNApSAcK
693,Aspidosperma reductum,,,"""[]""","""[]""",KNApSAcK
694,Aspidosperma resonans,,,"""[]""","""[]""",KNApSAcK
695,Aspidosperma riedelii,,,"""[]""","""[]""",KNApSAcK
696,Aspidosperma riedelii subsp. oliganthum,,,"""[]""","""[]""",KNApSAcK
697,Aspidosperma riedelii subsp. riedelii,,,"""[]""","""[]""",KNApSAcK
698,Aspidosperma rigidum,,,"""[]""","""[]""",KNApSAcK
699,Aspidosperma rizzoanum,,,"""[]""","""[]""",KNApSAcK
700,Aspidosperma salgadense,,,"""[]""","""[]""",KNApSAcK
701,Aspidosperma sandwithianum,,,"""[]""","""[]""",KNApSAcK
702,Aspidosperma schultesii,,,"""[]""","""[]""",KNApSAcK
703,Aspidosperma spruceanum,,,"""[]""","""[]""",KNApSAcK
704,Aspidosperma steinbachii,,,"""[]""","""[]""",KNApSAcK
705,Aspidosperma steyermarkii,,,"""[]""","""[]""",KNApSAcK
706,Aspidosperma subincanum,,,"""[]""","""[]""",KNApSAcK
707,Aspidosperma tambopatense,,,"""[]""","""[]""",KNApSAcK
708,Aspidosperma thomasii,,,"""[]""","""[]""",KNApSAcK
709,Aspidosperma tomentosum,,,"""[]""","""[]""",KNApSAcK
710,Aspidosperma triternatum,,,"""[]""","""[]""",KNApSAcK
711,Aspidosperma ulei,,,"""[]""","""[]""",KNApSAcK
712,Aspidosperma williamii,,,"""[]""","""[]""",KNApSAcK
713,Astephanus triflorus,,,"""[]""","""[]""",KNApSAcK
714,Astephanus zeyheri,,,"""[]""","""[]""",KNApSAcK
715,Asterostemma repandum,,,"""[]""","""[]""",KNApSAcK
716,Atherandra acutifolia,,,"""[]""","""[]""",KNApSAcK
717,Atrostemma costanense,,,"""[]""","""[]""",KNApSAcK
718,Atrostemma manarae,,,"""[]""","""[]""",KNApSAcK
719,Atrostemma planiflorum,,,"""[]""","""[]""",KNApSAcK
720,Atrostemma xerophilum,,,"""[]""","""[]""",KNApSAcK
721,Australluma peschii,,,"""[]""","""[]""",KNApSAcK
722,Australluma ubomboensis,,,"""[]""","""[]""",KNApSAcK
723,Baharuia gracilis,,,"""[]""","""[]""",KNApSAcK
724,Bahiella blanchetii,,,"""[]""","""[]""",KNApSAcK
725,Bahiella infundibuliflora,,,"""[]""","""[]""",KNApSAcK
726,Baissea axillaris,,,"""[]""","""[]""",KNApSAcK
727,Baissea baillonii,,,"""[]""","""[]""",KNApSAcK
728,Baissea campanulata,,,"""[]""","""[]""",KNApSAcK
729,Baissea floribunda,,,"""[]""","""[]""",KNApSAcK
730,Baissea gracillima,,,"""[]""","""[]""",KNApSAcK
731,Baissea lane-poolei,,,"""[]""","""[]""",KNApSAcK
732,Baissea leonensis,,,"""[]""","""[]""",KNApSAcK
733,Baissea leontonori,,,"""[]""","""[]""",KNApSAcK
734,Baissea longipetiolata,,,"""[]""","""[]""",KNApSAcK
735,Baissea major,,,"""[]""","""[]""",KNApSAcK
736,Baissea multiflora,,,"""[]""","""[]""",KNApSAcK
737,Baissea myrtifolia,,,"""[]""","""[]""",KNApSAcK
738,Baissea ochrantha,,,"""[]""","""[]""",KNApSAcK
739,Baissea subrufa,,,"""[]""","""[]""",KNApSAcK
740,Baissea viridiflora,,,"""[]""","""[]""",KNApSAcK
741,Baissea welwitschii,,,"""[]""","""[]""",KNApSAcK
742,Baissea wulfhorstii,,,"""[]""","""[]""",KNApSAcK
743,Baissea zygodioides,,,"""[]""","""[]""",KNApSAcK
744,Ballyanthus major,,,"""[]""","""[]""",KNApSAcK
745,Ballyanthus prognathus,,,"""[]""","""[]""",KNApSAcK
746,Barjonia chlorifolia,,,"""[]""","""[]""",KNApSAcK
747,Barjonia cymosa,,,"""[]""","""[]""",KNApSAcK
748,Barjonia erecta,,,"""[]""","""[]""",KNApSAcK
749,Barjonia furlanii,,,"""[]""","""[]""",KNApSAcK
750,Barjonia glazioui,,,"""[]""","""[]""",KNApSAcK
751,Barjonia grazielae,,,"""[]""","""[]""",KNApSAcK
752,Barjonia laxa,,,"""[]""","""[]""",KNApSAcK
753,Baroniella acuminata,,,"""[]""","""[]""",KNApSAcK
754,Baroniella camptocarpoides,,,"""[]""","""[]""",KNApSAcK
755,Baroniella capillacea,,,"""[]""","""[]""",KNApSAcK
756,Baroniella collaris,,,"""[]""","""[]""",KNApSAcK
757,Baroniella effusa,,,"""[]""","""[]""",KNApSAcK
758,Baroniella ensifolia,,,"""[]""","""[]""",KNApSAcK
759,Baroniella linearifolia,,,"""[]""","""[]""",KNApSAcK
760,Baroniella linearis,,,"""[]""","""[]""",KNApSAcK
761,Baroniella longicornis,,,"""[]""","""[]""",KNApSAcK
762,Baroniella multiflora,,,"""[]""","""[]""",KNApSAcK
763,Baseonema gregorii,,,"""[]""","""[]""",KNApSAcK
764,Batesanthus parviflorus,,,"""[]""","""[]""",KNApSAcK
765,Batesanthus pseudopalpus,,,"""[]""","""[]""",KNApSAcK
766,Batesanthus purpureus,,,"""[]""","""[]""",KNApSAcK
767,Baynesia lophophora,,,"""[]""","""[]""",KNApSAcK
768,Beaumontia brevituba,,,"""[]""","""[]""",KNApSAcK
769,Beaumontia grandiflora,,,"""[]""","""[]""",KNApSAcK
770,Beaumontia jerdoniana,,,"""[]""","""[]""",KNApSAcK
771,Beaumontia khasiana,,,"""[]""","""[]""",KNApSAcK
772,Beaumontia longituba,,,"""[]""","""[]""",KNApSAcK
773,Beaumontia macrantha,,,"""[]""","""[]""",KNApSAcK
774,Beaumontia multiflora,,,"""[]""","""[]""",KNApSAcK
775,Beaumontia murtonii,,,"""[]""","""[]""",KNApSAcK
776,Beaumontia pitardii,,,"""[]""","""[]""",KNApSAcK
777,Blepharodon amazonicum,,,"""[]""","""[]""",KNApSAcK
778,Blepharodon ampliflorum,,,"""[]""","""[]""",KNApSAcK
779,Blepharodon angustifolium,,,"""[]""","""[]""",KNApSAcK
780,Blepharodon bicolor,,,"""[]""","""[]""",KNApSAcK
781,Blepharodon bicuspidatum,,,"""[]""","""[]""",KNApSAcK
782,Blepharodon colombianum,,,"""[]""","""[]""",KNApSAcK
783,Blepharodon costae,,,"""[]""","""[]""",KNApSAcK
784,Blepharodon crabronum,,,"""[]""","""[]""",KNApSAcK
785,Blepharodon cuatrecasasii,,,"""[]""","""[]""",KNApSAcK
786,Blepharodon glaucescens,,,"""[]""","""[]""",KNApSAcK
787,Blepharodon grandiflorum,,,"""[]""","""[]""",KNApSAcK
788,Blepharodon grandiflorum subsp. crassifolium,,,"""[]""","""[]""",KNApSAcK
789,Blepharodon grandiflorum subsp. grandiflorum,,,"""[]""","""[]""",KNApSAcK
790,Blepharodon hatschbachii,,,"""[]""","""[]""",KNApSAcK
791,Blepharodon juliani,,,"""[]""","""[]""",KNApSAcK
792,Blepharodon lineare,,,"""[]""","""[]""",KNApSAcK
793,Blepharodon maigualidae,,,"""[]""","""[]""",KNApSAcK
794,Blepharodon manicatum,,,"""[]""","""[]""",KNApSAcK
795,Blepharodon mucronatum,,,"""[]""","""[]""",KNApSAcK
796,Blepharodon perijaense,,,"""[]""","""[]""",KNApSAcK
797,Blepharodon philibertioides,,,"""[]""","""[]""",KNApSAcK
798,Blepharodon pictum,,,"""[]""","""[]""",KNApSAcK
799,Blepharodon polydori,,,"""[]""","""[]""",KNApSAcK
800,Blepharodon reflexum,,,"""[]""","""[]""",KNApSAcK
801,Blepharodon salicinum,,,"""[]""","""[]""",KNApSAcK
802,Blepharodon suberectum,,,"""[]""","""[]""",KNApSAcK
803,Blepharodon tillettii,,,"""[]""","""[]""",KNApSAcK
804,Blepharodon ulei,,,"""[]""","""[]""",KNApSAcK
805,Boucerosia crenulata,,,"""[]""","""[]""",KNApSAcK
