,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,MPNS_Snippet,USDA_Snippet,POWO_Snippet,Wiki_Snippet,PPA_Snippet,SPP_Snippet,WEP_snippet,Sources
10078,331662-1,Pieris japonica,Pieris japonica,331662-1,Species,,,,,,,"Japanese-andromeda:lily-of-the-valley-bush:Japanese-andromeda:Japanese pieris:japanische Lavendelheide:japansk pieris:japanische Lavendelheide:lily-of-the-valley-bush:Japanese pieris:japansk pieris:valley-bush, lily-of-the-valley-bush:马醉木 (ma zui mu):アセビ (asebi)",:Cornell CALS::CPCS toxic:UCANR Toxic:::TPPT:WEP (Wiersema 2013)
10079,331662-1,Pieris japonica,Pieris japonica,331662-1,Species,,,,,,,piéride du Japon,:Cornell CALS::CPCS toxic:UCANR Toxic:::TPPT:WEP (Wiersema 2013)
10080,307165-2,Pinus ponderosa,Pinus ponderosa,307165-2,Species,,,,,,,"bati sari çamı:borovice těžká:bati sari çamı:gele den:gul fyr:Gelbkiefer:gele den:gesztesfenyő:gul fyr:gullfuru:pin à bois lourd:western yellow pine:yellow pine:pino giallo:pino real:pitchpin à bois lourd:sari çamı, bati sari çamı:sosna zółta:western yellow pine:western yellow pine:yellow pine:西黄松 (xi huang song):(oren hazefet) אורןַהזפ:ポンデローサマツ (ponderōsa-matsu):сосна желтая  (sosna želtaâ)",:Cornell CALS:::::::WEP (Wiersema 2013)
10081,307165-2,Pinus ponderosa,Pinus ponderosa,307165-2,Species,,,,,,,ponderosa pine:ponderosa pine,:Cornell CALS:::::::WEP (Wiersema 2013)
10082,107599-1,Podophyllum peltatum,Podophyllum peltatum,107599-1,Species,,,,,,,American-mandrake:amerikanskt fotblad:Entenfuß:amerikanskt fotblad:gewöhnlicher Maiapfel:gewöhnlicher Maiapfel:American-mandrake:wild mandrake:mayapple:podophylle pelté:præriefodblad:wild mandrake:подофилл американский  (podofill amerikanskij):подофилл щитовидный  (podofill ŝitovidnyj),:Cornell CALS::CPCS toxic:UCANR Toxic::USDA(Duke):TPPT:WEP (Wiersema 2013)
10087,30003057-2,Prunus,nan,nan,Genus,,,,,,,black apricot:purple apricot:black apricot:purple apricot:purpurabrikos:紫杏 (zi xing),:Cornell CALS::CPCS toxic:UCANR Toxic::::WEP (Wiersema 2013)
10088,30003057-2,Prunus,nan,nan,Genus,,,,,,,Okamé cherry:Okamé cherry,:Cornell CALS::CPCS toxic:UCANR Toxic::::WEP (Wiersema 2013)
10089,30003057-2,Prunus,nan,nan,Genus,,,,,,,"purple-leaf sand cherry:dwarf red-leaf plum:leaf plum, dwarf red-leaf plum:leaf sand cherry, purple-leaf sand cherry:dwarf red-leaf plum:purple-leaf sand cherry:red-leaf plum, dwarf red-leaf plum:rote Sandkirsche:purple-leaf sand cherry:rote Sandkirsche:svartplommon",:Cornell CALS::CPCS toxic:UCANR Toxic::::WEP (Wiersema 2013)
10090,30003057-2,Prunus,nan,nan,Genus,,,,,,,dværgblodblomme,:Cornell CALS::CPCS toxic:UCANR Toxic::::WEP (Wiersema 2013)
10111,325819-2,Quercus,nan,nan,Genus,,,,,,,,:Cornell CALS::CPCS toxic:UCANR Toxic::::
10113,30002060-2,Ranunculus,nan,nan,Genus,,,,,,,,:Cornell CALS::CPCS toxic:UCANR Toxic::::
10115,696786-1,Rheum rhaponticum,Rheum rhaponticum,696786-1,Species,,,,,,,bulgarischer Rhabarber:munkrabarber:vild rabarber:bulgarischer Rhabarber:vild rabarber:둥군잎태황 (dungguniptaehwang),:Cornell CALS:::::::WEP (Wiersema 2013)
10116,696786-1,Rheum rhaponticum,Rheum rhaponticum,696786-1,Species,,,,,,,Rhapontik,:Cornell CALS:::::::WEP (Wiersema 2013)
10119,355498-1,Ricinus communis,Ricinus communis,355498-1,Species,,,,,,,"bafureira:castor-bean:castor-bean-plant:carrapateiro:castor:castor-bean:castor-bean-plant:christi, palma-christi:Christi, Palma Christi:higuerilla:hint yăgi:jarak:kasterolieboom:mamoneiro:castor-oil-plant:oljeplante:palma-christi:Palma Christi:castor-bean-plant:castor-oil-plant:ricin:ricino:rícino:ricinus:rizinus:Rizinus:wonderolieboon:Wunderbaum:yăgi, hint yăgi:(al-kharu'a) الخرو:(kharu'a) خرو:蓖麻 (bi ma):(kikayon) קיקיו:(kikayon matzuy) קיקיוןַמצו:トウゴマ (tōgoma):피마자 (pimaja):клещевина  (kleŝevina)",:Cornell CALS::CPCS toxic:UCANR Toxic::USDA(Duke):TPPT:WEP (Wiersema 2013)
10120,355498-1,Ricinus communis,Ricinus communis,355498-1,Species,,,,,,,castor-oil-plant,:Cornell CALS::CPCS toxic:UCANR Toxic::USDA(Duke):TPPT:WEP (Wiersema 2013)
10125,328551-2,Rumex,nan,nan,Genus,,,,,,,,:Cornell CALS::CPCS toxic::::TPPT:
10127,321978-2,Sambucus canadensis,Sambucus canadensis,321978-2,Species,,,,,,,"American elder:American elderberry:Canadian elder:canadisk hyld:American elder:Canadian elder:sweet elder:American elderberry:elderberry:canadisk hyld:kanadafläder:Kanadese vlier:sweet elder:vlier, Kanadese vlier",:Cornell CALS:::::USDA(Duke)::WEP (Wiersema 2013)
10128,321978-2,Sambucus canadensis,Sambucus canadensis,321978-2,Species,,,,,,,Florida elder:Florida elder,:Cornell CALS:::::USDA(Duke)::WEP (Wiersema 2013)
10129,321978-2,Sambucus canadensis,Sambucus canadensis,321978-2,Species,,,,,,,Mexican elder:Mexican elder,:Cornell CALS:::::USDA(Duke)::WEP (Wiersema 2013)
10133,6449-1,Saponaria,nan,nan,Genus,,,,,,,,:Cornell CALS:::::::
10134,325904-2,Senecio,nan,nan,Genus,,,,,,,,:Cornell CALS::CPCS toxic:UCANR Toxic::::
10139,331290-2,Sorghum,nan,nan,Genus,,,,,,,almum grass:Columbus grass:Columbusgras:almum grass:Columbus grass:sorgho d'Argentine:almum sorghum:sorgo almo:sorgo negro:сорго багаторічне кормове  (sorgo bagatorične kormove):трава колумба  (trava kolumba),:Cornell CALS::::::TPPT:WEP (Wiersema 2013)
10140,331290-2,Sorghum,nan,nan,Genus,,,,,,,almum sorghum,:Cornell CALS::::::TPPT:WEP (Wiersema 2013)
10141,1149384-2,Symplocarpus foetidus,Symplocarpus foetidus,1149384-2,Species,,,,,,,skunk-cabbage:skunk-cabbage,:Cornell CALS::CPCS toxic:::USDA(Duke)::WEP (Wiersema 2013)
10142,1149384-2,Symplocarpus foetidus,Symplocarpus foetidus,1149384-2,Species,,,,,,,chou puant:polecatweed:Stinkkohl:tabac-du-diable:ザゼンソウ (zazen-sō),:Cornell CALS::CPCS toxic:::USDA(Duke)::WEP (Wiersema 2013)
10143,1149384-2,Symplocarpus foetidus,Symplocarpus foetidus,1149384-2,Species,,,,,,,tudseblomst,:Cornell CALS::CPCS toxic:::USDA(Duke)::WEP (Wiersema 2013)
10150,324379-2,Taxus cuspidata,Taxus cuspidata,324379-2,Species,,,,,,,japansk idegran:Japanese yew:japansk idegran:japansk taks:japansk taks:Japanese yew:东北红豆杉 (dong bei hong dou shan):イチイ (ichii):キャラボク (kyaraboku),:Cornell CALS:::::USDA(Duke)::WEP (Wiersema 2013)
10151,11266-1,Tetradymia,nan,nan,Genus,,,,,,,,:Cornell CALS:::::::
10152,255739-2,Toxicodendron diversilobum,Toxicodendron diversilobum,255739-2,Species,,,,,,,Pacific poison-oak:western poison-oak:Pacific poison-oak:Pacific poison-oak:western poison-oak:western poison-oak,:Cornell CALS::CPCS toxic:UCANR Toxic::::WEP (Wiersema 2013)
10154,255769-2,Toxicodendron radicans,Toxicodendron radicans,255769-2,Species,,,,,,,almindelig giftsumak:kletternder Gift-Sumach:almindelig giftsumak:kletternder Gift-Sumach:kletternder Gift-Sumach,:Cornell CALS::CPCS toxic::::TPPT:WEP (Wiersema 2013)
10156,255798-2,Toxicodendron vernix,Toxicodendron vernix,255798-2,Species,,,,,,,fernisgiftsumak:poison sumac,:Cornell CALS::CPCS toxic:::::WEP (Wiersema 2013)
10157,255798-2,Toxicodendron vernix,Toxicodendron vernix,255798-2,Species,,,,,,,poison sumac,:Cornell CALS::CPCS toxic:::::WEP (Wiersema 2013)
10162,325471-2,Trifolium,nan,nan,Genus,,,,,,,,:Cornell CALS:::::::
10163,258178-2,Triglochin maritima,Triglochin maritima,258178-2,Species,,,,,,,arrow-grass:sea arrow-grass:seaside arrow-grass:arrow-grass:sea arrow-grass:seaside arrow-grass:havssälting:sea arrow-grass:seaside arrow-grass:strandtrehage:troscart maritime,:Cornell CALS:::::::WEP (Wiersema 2013)
10164,30002031-2,Urtica,nan,nan,Genus,,,,,,,,:Cornell CALS::CPCS toxic:UCANR Toxic::::
10165,330034-2,Vicia,nan,nan,Genus,,,,,,,,:Cornell CALS::::::TPPT:
10166,30327875-2,Veratrum californicum,Veratrum californicum,30327875-2,Species,,,,,,,California false hellebore:California veratrum:californisk foldblad:California false hellebore:californisk foldblad:kalifornischer Germer:California false hellebore:jättenysrot:kalifornischer Germer:California veratrum,:Cornell CALS:::::::WEP (Wiersema 2013)
10167,332065-2,Wisteria,nan,nan,Genus,,,,,,,,:Cornell CALS:::UCANR Toxic::::
10168,328548-2,Zigadenus,nan,nan,Genus,,,,,,,,:Cornell CALS:::UCANR Toxic::::
10169,56795-1,Acer saccharum,Acer saccharum,56795-1,Species,,,,,,,,:Cornell CALS:::::::
10170,1892-2,Acer saccharinum,Acer saccharinum,1892-2,Species,,,,,,,acero argentato:şekerli akçaağaç:ezüst juhar:javor cukrový:ezüst juhar:klon srebrzysty:silver maple:soft maple:white maple:şekerli akçaağaç:Silberahorn:silver maple:silverlönn:soft maple:sølvløn:sølvlønn:white maple:witte esdoorn:(eder machsif) ֶאֶדרַַמְכִסי:ギンヨウカエデ (ginyō-kaede):клён сахаристый  (klën saharistyj),:Cornell CALS:::::::WEP (Wiersema 2013)
10171,1892-2,Acer saccharinum,Acer saccharinum,1892-2,Species,,,,,,,witte esdoorn,:Cornell CALS:::::::WEP (Wiersema 2013)
10172,30049036-2,Abelia,nan,nan,Genus,,,,,,,glossy abelia,:CPCS nontoxic::::::WEP (Wiersema 2013)
10173,30049036-2,Abelia,nan,nan,Genus,,,,,,,großblütige Abelie:glossy abelia:großblütige Abelie:大花糯米条 (da hua nuo mi tiao),:CPCS nontoxic::::::WEP (Wiersema 2013)
10174,608603-1,Abeliophyllum distichum,Abeliophyllum distichum,608603-1,Species,,,,,,,white-forsythia,:CPCS nontoxic::::::WEP (Wiersema 2013)
10175,608603-1,Abeliophyllum distichum,Abeliophyllum distichum,608603-1,Species,,,,,,,vinterbuske:white-forsythia,:CPCS nontoxic::::::WEP (Wiersema 2013)
10176,1084057-2,Abies balsamea,Abies balsamea,1084057-2,Species,,,,,,,abete balsamifero:Canada balsam:fir balsam:balsam fir:balsam köknarı:balsamædelgran:balsamgran:Balsamtanne:balsem zilverspar:Canada balsam:eastern fir:balsam fir:eastern fir:fir balsam:jedle balzámová:jodła balsamiczna:balsam köknarı:sapin balsamier:sapin baumier:balsem zilverspar:カナダバルサム (kanadabarusamu):バルサムモミ (barusamumomi):пихта бальзамическая  (pihta bal'zamičeskaâ),:CPCS nontoxic::UCANR Toxic::USDA(Duke)::WEP (Wiersema 2013)
10177,1084057-2,Abies balsamea,Abies balsamea,1084057-2,Species,,,,,,,balsam,:CPCS nontoxic::UCANR Toxic::USDA(Duke)::WEP (Wiersema 2013)
10178,325655-2,Abies,nan,nan,Genus,,,,,,,,:CPCS nontoxic::::::
10179,326889-2,Abronia fragrans,Abronia fragrans,326889-2,Species,,,,,,,,:CPCS nontoxic::::::
10181,326868-2,Abronia,nan,nan,Genus,,,,,,,,:CPCS nontoxic::::::
10182,1044174-2,Abutilon theophrasti,Abutilon theophrasti,1044174-2,Species,,,,,,,abutilon-hemp:American-jute:butterprint:China-jute:swamp Chinese-lantern:chinesische Jute:chinesische Samtpappel:chinesischer Hanf:Chingma-lantern:falsa-juta:chinesischer Hanf:abutilon-hemp:Indian-mallow:American-jute:China-jute:chinesische Jute:Tientsin-jute:kinajute:Chingma-lantern:swamp Chinese-lantern:lindmalva:Indian-mallow:chinesische Samtpappel:swamp Chinese-lantern:Tientsin-jute:velvetweed:苘麻 (qing ma):イチビ (ichibi):어저귀 (eojeogwi),:CPCS nontoxic::::USDA(Duke)::WEP (Wiersema 2013)
10183,1044174-2,Abutilon theophrasti,Abutilon theophrasti,1044174-2,Species,,,,,,,velvetleaf,:CPCS nontoxic::::USDA(Duke)::WEP (Wiersema 2013)
10186,344-1,Acanthus,nan,nan,Genus,,,,,,,,:CPCS nontoxic::::::
10190,781462-1,Acer pseudoplatanus,Acer pseudoplatanus,781462-1,Species,,,,,,,acero montano:ahorn:dağ akçaağaç:dağ akçaağaç:érable sycomore:esdoorn:false planetree:great maple:hegyi juhar:javor klen:fürtös juhar:hegyi juhar:klon jawor:great maple:Scottish maple:sycamore maple:false planetree:platanlønn:Scottish maple:sycamore maple:tysklönn:(al-qyqab) القيق:(shabyha al-dalb) شبيه الدل:(eder dolvani) אדרַדולבנ:セイヨウカジカエデ (seiyō-kaji-kaede):клён ложноплатановый  (klën ložnoplatanovyj):клён явор  (klën âvor),:CPCS nontoxic:::::TPPT:WEP (Wiersema 2013)
10191,781462-1,Acer pseudoplatanus,Acer pseudoplatanus,781462-1,Species,,,,,,,ær,:CPCS nontoxic:::::TPPT:WEP (Wiersema 2013)
10192,781462-1,Acer pseudoplatanus,Acer pseudoplatanus,781462-1,Species,,,,,,,yalancı akçaağaç,:CPCS nontoxic:::::TPPT:WEP (Wiersema 2013)
10193,781462-1,Acer pseudoplatanus,Acer pseudoplatanus,781462-1,Species,,,,,,,Bergahorn,:CPCS nontoxic:::::TPPT:WEP (Wiersema 2013)
10194,781462-1,Acer pseudoplatanus,Acer pseudoplatanus,781462-1,Species,,,,,,,fürtös juhar,:CPCS nontoxic:::::TPPT:WEP (Wiersema 2013)
10195,781462-1,Acer pseudoplatanus,Acer pseudoplatanus,781462-1,Species,,,,,,,sycamore,:CPCS nontoxic:::::TPPT:WEP (Wiersema 2013)
10197,328248-2,Acer,nan,nan,Genus,,,,,,,freemanlönn,:CPCS nontoxic::UCANR Toxic::::WEP (Wiersema 2013)
10198,16884-1,Achimenes,nan,nan,Genus,,,,,,,,:CPCS nontoxic::::::
10199,60472666-2,Actinidia polygama,Actinidia polygama,60472666-2,Species,,,,,,,cat-powder:klätteraktinidia:Silberrebe:silvervine:(akitynydyah) اكتينيدي:マタタビ (mata-tabi),:CPCS nontoxic::::USDA(Duke)::WEP (Wiersema 2013)
10200,60472666-2,Actinidia polygama,Actinidia polygama,60472666-2,Species,,,,,,,"powder, cat-powder",:CPCS nontoxic::::USDA(Duke)::WEP (Wiersema 2013)
10201,325030-2,Adiantum capillus-veneris,Adiantum capillus-veneris,325030-2,Species,,,,,,,"ægte venushår:culantrillo de gruta:culantrillo de pozo:maidenhair fern:Venus's hair fern:hair fern, Venus's hair fern:southern maidenhair:Venus's maidenhair:maidenhair fern:southern maidenhair:ægte venushår:venushår:(kuzbarah al-bir) كزبرة البئ",:CPCS nontoxic::::USDA(Duke)::WEP (Wiersema 2013)
10202,325030-2,Adiantum capillus-veneris,Adiantum capillus-veneris,325030-2,Species,,,,,,,Venus's hair fern,:CPCS nontoxic::::USDA(Duke)::WEP (Wiersema 2013)
10203,325030-2,Adiantum capillus-veneris,Adiantum capillus-veneris,325030-2,Species,,,,,,,Venus's maidenhair,:CPCS nontoxic::::USDA(Duke)::WEP (Wiersema 2013)
10207,17012580-1,Adiantum raddianum,Adiantum raddianum,17012580-1,Species,,,,,,,delta maidenhair fern:delta maidenhair fern:delta maidenhair fern:snittadiantum,:CPCS nontoxic::::::WEP (Wiersema 2013)
10209,328345-2,Aechmea,nan,nan,Genus,,,,,,,,:CPCS nontoxic:::UCANR NonToxic:::
10211,216612-2,Quesnelia marmorata,Quesnelia marmorata,216612-2,Species,,,,,,,"Grecian urnplant:plettet quesnelie:quesnelie, plettet quesnelie:Grecian urnplant",:CPCS nontoxic::::::WEP (Wiersema 2013)
10213,5849-2,Aegopodium podagraria,Aegopodium podagraria,5849-2,Species,,,,,,,"ashweed:castalda:egopode:ground-elder:Geißfuß:Gerard, herb-Gerard:Giersch:girardina silvestre:goutweed:ground-elder:herb-Gerard:kirskål",:CPCS nontoxic:::::TPPT:WEP (Wiersema 2013)
10214,5849-2,Aegopodium podagraria,Aegopodium podagraria,5849-2,Species,,,,,,,bishop's-weed:bishop's-weed,:CPCS nontoxic:::::TPPT:WEP (Wiersema 2013)
10215,5849-2,Aegopodium podagraria,Aegopodium podagraria,5849-2,Species,,,,,,,podagraire,:CPCS nontoxic:::::TPPT:WEP (Wiersema 2013)
10216,5849-2,Aegopodium podagraria,Aegopodium podagraria,5849-2,Species,,,,,,,skvalderkål,:CPCS nontoxic:::::TPPT:WEP (Wiersema 2013)
10225,331325-2,Aeschynanthus,nan,nan,Genus,,,,,,,,:CPCS nontoxic:::UCANR NonToxic:::
10229,84081-1,Aglaonema modestum,Aglaonema modestum,84081-1,Species,,,,,,,chinesischer Kolbenfaden:Japanese-leaf:chinesischer Kolbenfaden:Japanese-leaf,:CPCS nontoxic::::::WEP (Wiersema 2013)
10230,2671-1,Aglaonema,nan,nan,Genus,,,,,,,,:CPCS nontoxic::UCANR Toxic::::
10234,444664-1,Ajuga reptans,Ajuga reptans,444664-1,Species,,,,,,,blue bugle:blue bugle:bugle:common bugle:bugle rampante:bugleherb:common bugle:kriechender Günsel:kriechender Günsel:krybende læbeløs:krybende læbeløs:revsuga,:CPCS nontoxic:::UCANR NonToxic:USDA(Duke)::WEP (Wiersema 2013)
10235,444664-1,Ajuga reptans,Ajuga reptans,444664-1,Species,,,,,,,bugleweed,:CPCS nontoxic:::UCANR NonToxic:USDA(Duke)::WEP (Wiersema 2013)
10236,20646-1,Ajuga,nan,nan,Genus,,,,,,,,:CPCS nontoxic::::::
10237,30017224-2,Albizia,nan,nan,Genus,,,,,,,,:CPCS nontoxic::::::
10238,473275-1,Albizia julibrissin,Albizia julibrissin,473275-1,Species,,,,,,,albízia,:CPCS nontoxic:::UCANR NonToxic:USDA(Duke)::WEP (Wiersema 2013)
10239,473275-1,Albizia julibrissin,Albizia julibrissin,473275-1,Species,,,,,,,silktree albizia:arbre de soie:varay-cotton:Federbaum:pink siris:plenk siris:Schirmakazie:Schlafbaum:silkerosentræ:silkesträd:pink siris:plenk siris:siris:mimosa-tree:varay-cotton:ネムノキ (nemu-no-ki):자귀나무 (jagwinamu),:CPCS nontoxic:::UCANR NonToxic:USDA(Duke)::WEP (Wiersema 2013)
10240,473275-1,Albizia julibrissin,Albizia julibrissin,473275-1,Species,,,,,,,mimosa-tree,:CPCS nontoxic:::UCANR NonToxic:USDA(Duke)::WEP (Wiersema 2013)
10241,473275-1,Albizia julibrissin,Albizia julibrissin,473275-1,Species,,,,,,,silktree albizia,:CPCS nontoxic:::UCANR NonToxic:USDA(Duke)::WEP (Wiersema 2013)
10242,473275-1,Albizia julibrissin,Albizia julibrissin,473275-1,Species,,,,,,,syboom,:CPCS nontoxic:::UCANR NonToxic:USDA(Duke)::WEP (Wiersema 2013)
10248,795340-1,Alpinia mutica,Alpinia mutica,795340-1,Species,,,,,,,,:CPCS nontoxic::::::
10249,795347-1,Alpinia nutans,Alpinia nutans,795347-1,Species,,,,,,,,:CPCS nontoxic::::::
10252,327196-2,Alternanthera,nan,nan,Genus,,,,,,,,:CPCS nontoxic::::::
10253,558713-1,Alcea rosea,Alcea rosea,558713-1,Species,,,,,,,alcea:chinesische Stockrose:gewöhnliche Stockrose:havestokrose:hollyhock:malvaloca:rose trémière:Stockmalve:chinesische Stockrose:gewöhnliche Stockrose:Stockrose:蜀葵 (shu kui):タチアオイ (tachi-aoi):шток роза  (štok roza),:CPCS nontoxic::UCANR Toxic::::WEP (Wiersema 2013)
10254,558713-1,Alcea rosea,Alcea rosea,558713-1,Species,,,,,,,malvarrosa,:CPCS nontoxic::UCANR Toxic::::WEP (Wiersema 2013)
10255,558713-1,Alcea rosea,Alcea rosea,558713-1,Species,,,,,,,stockros,:CPCS nontoxic::UCANR Toxic::::WEP (Wiersema 2013)
10256,558713-1,Alcea rosea,Alcea rosea,558713-1,Species,,,,,,,vara de San José,:CPCS nontoxic::UCANR Toxic::::WEP (Wiersema 2013)
10257,60433920-2,Alyssum,nan,nan,Genus,,,,,,,,:CPCS nontoxic:::UCANR NonToxic:::
10260,14549-2,Anredera cordifolia,Anredera cordifolia,14549-2,Species,,,,,,,"anredera, hjertebladet anredera:basell-potatoes:bridal wreath:enredadera del mosquito:hjertebladet anredera:Madeira-vine:madeiraranka:Madeiraranker:mignonette-vine:Madeira-vine:mignonette-vine:bridal wreath:落葵薯 (luo kui shu):アカザカズラ (akaza-kazura)",:CPCS nontoxic::::::WEP (Wiersema 2013)
10261,14549-2,Anredera cordifolia,Anredera cordifolia,14549-2,Species,,,,,,,parra de Madeira,:CPCS nontoxic::::::WEP (Wiersema 2013)
10262,14549-2,Anredera cordifolia,Anredera cordifolia,14549-2,Species,,,,,,,"potatoes, basell-potatoes",:CPCS nontoxic::::::WEP (Wiersema 2013)
10263,15860-2,Antigonon leptopus,Antigonon leptopus,15860-2,Species,,,,,,,"bellísima:chain-of-love:Confederate-vine:Mexican-creeper:queen's jewels:chain-of-love:Mexican-creeper:mountain-rose coralvine:queen's jewels:rose coralvine, mountain-rose coralvine:rosensky:Confederate-vine",:CPCS nontoxic::::::WEP (Wiersema 2013)
10264,15860-2,Antigonon leptopus,Antigonon leptopus,15860-2,Species,,,,,,,coralvine,:CPCS nontoxic::::::WEP (Wiersema 2013)
10265,15860-2,Antigonon leptopus,Antigonon leptopus,15860-2,Species,,,,,,,mountain-rose coralvine,:CPCS nontoxic::::::WEP (Wiersema 2013)
10266,15860-2,Antigonon leptopus,Antigonon leptopus,15860-2,Species,,,,,,,engletåre,:CPCS nontoxic::::::WEP (Wiersema 2013)
10291,799180-1,Antirrhinum majus,Antirrhinum majus,799180-1,Species,,,,,,,boca de dragón,:CPCS nontoxic::::::WEP (Wiersema 2013)
10292,799180-1,Antirrhinum majus,Antirrhinum majus,799180-1,Species,,,,,,,bocca di leone comune:grand muflier:gueule de lion:gueule de loup:haveløvemund:lejongap:snapdragon:(ānf al-'aijl) أنف الِعج:キンギョソウ (kingyosō),:CPCS nontoxic::::::WEP (Wiersema 2013)
10293,799180-1,Antirrhinum majus,Antirrhinum majus,799180-1,Species,,,,,,,Löwenmaul,:CPCS nontoxic::::::WEP (Wiersema 2013)
10294,30000831-2,Aphelandra,nan,nan,Genus,,,,,,,,:CPCS nontoxic::::::
10297,315544-2,Aphelandra squarrosa,Aphelandra squarrosa,315544-2,Species,,,,,,,"Glanzkölbchen:gul kungsblomma:gul kungsblomma:saffron spike:spike, saffron spike:zebrastuescepter",:CPCS nontoxic:::UCANR NonToxic:::WEP (Wiersema 2013)
10298,315544-2,Aphelandra squarrosa,Aphelandra squarrosa,315544-2,Species,,,,,,,zebraplant,:CPCS nontoxic:::UCANR NonToxic:::WEP (Wiersema 2013)
10299,322566-2,Mesembryanthemum cordifolium,Mesembryanthemum cordifolium,322566-2,Species,,,,,,,baby sun-rose:heart-leaf iceplant:heart-leaf iceplant:heart-leaf iceplant:middagshjerte:baby sun-rose:baby sun-rose,:CPCS nontoxic:::UCANR NonToxic:::WEP (Wiersema 2013)
10300,322566-2,Mesembryanthemum cordifolium,Mesembryanthemum cordifolium,322566-2,Species,,,,,,,hjärtreva,:CPCS nontoxic:::UCANR NonToxic:::WEP (Wiersema 2013)
10307,325954-2,Aquilegia,nan,nan,Genus,,,,,,,,:CPCS nontoxic::UCANR Toxic::::
10308,60455476-2,Araucaria cunninghamii,Araucaria cunninghamii,60455476-2,Species,,,,,,,Moreton Bay-pine:colonial-pine:Dorrigo-pine:Moreton Bay-pine:pin de hoop:colonial-pine:Dorrigo-pine:hoop-pine:Moreton Bay-pine:Richmond River-pine:pinheiro-colonial:pinheiro-cunnigami:pinheiro-de-arco:Richmond River-pine:Richmond River-pine:rocket-tree:rocket-tree:南洋杉 (nan yang shan),:CPCS nontoxic::::::WEP (Wiersema 2013)
