Plant_number,Latin_plant_name,German_plant_name,English_plant_name,Plant_genus,Plant_family,Global_spatial_distribution,Swiss_frequency,Swiss_appearance,Vegetation_type,Blooming_period,Toxic_plant_part,Human_toxicity,Animal_toxicity,Invasive_foreign,Garden_plant,Agricultural_plant
P526,Mandragora officinarum L.,Alraune,Mandrake,Mandragora,Solanaceae,Mediterranean,0,alien,Ornamental garden plant,,Whole plant,strong toxic,,,yes,
P527,Calystegia sepium (L.) R.Br.,Echte Zaunwinde,Hedge-bindweed,Calystegia,Convolvulaceae,Europe and Asia,51,domestic,Weed and ruderal plant,Jun.-Sep.,Whole plant,weak toxic,,,,
P528,Ipomoea tricolor Cav.,Trichterwinde,Morning glory,Ipomoea,Convolvulaceae,Central America,0,alien,Ornamental garden plant,Jul.-Sep.,Whole plant,strong toxic,,,yes,
P529,Convolvulus arvensis L.,Acker-Winde,Field bindweed,Convolvulus,Convolvulaceae,South Europe and Western Asia,56,domestic,Weed and ruderal plant,Jun.-Sep.,Whole plant,weak toxic,,,,
P530,Duranta erecta L.,Taubenbeere,Golden dewdrop,Duranta,Verbenaceae,South America,0,alien,Ornamental garden plant,Jul.-Sep.,,toxic (unknown strength),strong toxic,,yes,
P531,Lantana camara L.,Wandelroeschen,Wild sage,Lantana,Verbenaceae,America,0,alien,Ornamental garden plant,Jun.-Sep.,Whole plant,toxic,toxic,,yes,
P532,Marrubium vulgare L.,Gemeiner Andorn,White hoarhound,Marrubium,Lamiaceae,Mediterranean,3,domestic,Weed and ruderal plant,Jun.-Sep.,Whole plant,weak toxic,,,,
P533,Glechoma hederacea L. s.str.,Gewoehnliche Gundelrebe,Ground ivy,Glechoma,Lamiaceae,Europe and Siberia,56,domestic,Meadow plant,Apr.-May,Whole plant,weak toxic,strong toxic,,,
P534,Mentha pulegium L.,Polei-Minze,Pennyroyal,Mentha,Lamiaceae,Mediterranean,1.5,domestic,Shore- and marsh plant,Jul.-Sep.,Aerial part,toxic,toxic,,,
P535,Mentha aquatica L.,Wasser-Minze,Water mint,Mentha,Lamiaceae,"Europe, Asia and Africa",47,domestic,Shore- and marsh plant,Jul.-Oct.,Aerial part,weak toxic,,,,
P536,Mentha arvensis L.,Acker-Minze,Corn mint,Mentha,Lamiaceae,"Europe, Siberia and North America",47,domestic,Weed and ruderal plant,Jul.-Sep.,Aerial part,weak toxic,,,,
P537,Mentha longifolia (L.) Huds.,Ross-Minze,Horse mint,Mentha,Lamiaceae,Europe and Asia,57,domestic,Shore- and marsh plant,Jul.-Sep.,Aerial part,weak toxic,,,,
P538,Mentha spicata L.,aehrige Minze,Spearmint,Mentha,Lamiaceae,Southern Europe,9,domestic,Weed and ruderal plant,Jul.-Sep.,Aerial part,weak toxic,,,,
P539,Mentha suaveolens Ehrh.,Rundblaettrige Minze,Apple mint,Mentha,Lamiaceae,Mediterranen,10,domestic,Shore- and marsh plant,Jul.-Sep.,Aerial part,weak toxic,,,,
P540,Salvia officinalis L.,Echter Salbei,Common sage,Salvia,Lamiaceae,Southern Europe,7,domestic,Ornamental garden plant,May-Jul.,Aerial part,weak toxic,weak toxic,,yes,
P541,Salvia sclarea L.,Muskateller-Salbei,Clary sage,Salvia,Lamiaceae,Mediterranean,1.5,domestic,Weed and ruderal plant,Jun.-Jul.,Aerial part,weak toxic,weak toxic,,,
P542,Salvia glutinosa L.,Klebrige Salbei,Glutinous sage,Salvia,Lamiaceae,Europe and Asia,48,domestic,Forest plant,Jul.-Sep.,Aerial part,weak toxic,weak toxic,,,
P543,Salvia pratensis L.,Wiesen-Salbei,Meadow sage,Salvia,Lamiaceae,Mediterranean,59,domestic,Xerophyte,May-Aug.,Aerial part,weak toxic,weak toxic,,,
P544,Salvia sylvestris L.,Hain-Salbei,Woodland sage,Salvia,Lamiaceae,Eastern Europe and Western Asia,1.5,alien,Weed and ruderal plant,Jun.-Jul.,Aerial part,weak toxic,weak toxic,,,
P545,Salvia verbenaca L.,Eisenkraut-Salbei,Wild sage,Salvia,Lamiaceae,Mediterranean,0.7,domestic,Xerophyte,May-Aug.,Aerial part,weak toxic,weak toxic,,,
P546,Salvia verticillata L.,Quirlige Salbei,Lilac sage,Salvia,Lamiaceae,Eastern Europe,13,alien,Weed and ruderal plant,Jun.-Sep.,Aerial part,weak toxic,weak toxic,,,
P547,Salvia triloba L.,Dreilappiger Salbei,Greek sage,Salvia,Lamiaceae,Southern Europe,0,alien,Ornamental garden plant,Jun.-Jul.,Aerial part,weak toxic,weak toxic,,yes,
P548,Ocimum basilicum L.,Basilikum,Basil,Ocimum,Lamiaceae,Southern Asia,0,domestic,Ornamental garden plant,Jun.-Sep.,Aerial part,weak toxic,,,yes,
P549,Hyssopus officinalis L.,Echter Ysop,Hyssop,Hyssopus,Lamiaceae,Mediterranean and Western Asia,3,domestic,Xerophyte,Jul.-Sep.,Aerial part,weak toxic,,,,
P550,Satureja montana L.,Winter-Bohnenkraut,Winter savory,Satureja,Lamiaceae,Mediterranean,occasionally introduced,domestic,Xerophyte,Aug.-Oct.,Aerial part,weak toxic,,,,
P551,Rosmarinus officinalis L.,Rosmarin,Rosemary,Rosmarinus,Lamiaceae,Mediterranean,0,alien,Ornamental garden plant,Mar.-Oct.,Aerial part (or whole plant),weak toxic,,,,
P552,Thymus vulgaris L.,Gartenthymian,Garden thyme,Thymus,Lamiaceae,Mediterranean,0,domestic,Ornamental garden plant,May-Oct.,Aerial part,weak toxic,,,,
P553,Lavandula angustifolia Mill.,Echter Lavendel,True lavender,Lavandula,Lamiaceae,Mediterranean,occasionally introduced,domestic,Ornamental garden plant,Jul.-Aug.,Aerial part,weak toxic,,,yes,
P554,Melittis melissophyllum L.,Immenblatt,Bastard balm,Melittis,Lamiaceae,Europe,22,domestic,Forest plant,May-Jun.,Aerial part,weak toxic,,,,
P555,Teucrium botrys L.,Trauben-Gamander,Cut-leaved germander,Teucrium,Lamiaceae,Southern Europe,13,domestic,Xerophyte,Jun.-Sep.,Aerial part,liver toxic,,,,
P556,Teucrium chamaedrys L.,Edel-Gamander,Well germander,Teucrium,Lamiaceae,Mediterranean,44,domestic,Xerophyte,Jun.-Aug.,Aerial part,liver toxic,,,,
P557,Teucrium montanum L.,Berg-Gamander,Mountain germander,Teucrium,Lamiaceae,Southern Europe,50,domestic,Xerophyte,Jun.-Aug.,Aerial part,liver toxic,,,,
P558,Teucrium scordium L.,Knoblauch-Gamander,Water germander,Teucrium,Lamiaceae,Europe and Asia,4,domestic,Shore- and marsh plant,Jul.-Aug.,Aerial part,liver toxic,,,,
P559,Teucrium scorodonia L.,Salbeiblaettriger Gamander,Woodland germander,Teucrium,Lamiaceae,Western Europe,39,domestic,Forest plant,Jun.-Aug.,Aerial part,liver toxic,,,,
P560,Gratiola officinalis L.,Gnadenkraut,Hedge hyssop,Gratiola,Plantaginaceae,Europe and Asia,5,domestic,Shore- and marsh plant,Jul.-Aug.,Whole plant,strong toxic,,,,
P561,Digitalis lutea L.,Gelber Fingerhut,Straw foxgloce,Digitalis,Plantaginaceae,Southern and Central Europe,37,domestic,Forest plant,Jun.-Aug.,Whole plant,very strong toxic,very strong toxic,,,
P562,Digitalis grandiflora Mill.,Grossbluetiger Fingerhut,Large yellow foxglove,Digitalis,Plantaginaceae,Europe and Siberia,37,domestic,Mountain plant,Jun.-Aug.,Whole plant,very strong toxic,very strong toxic,,,
P563,Digitalis purpurea L.,Roter Fingerhut,Purple foxglove,Digitalis,Plantaginaceae,Western Europe,4,domestic,Forest plant,Jun.-Sep.,Whole plant,very strong toxic,very strong toxic,,,
P564,Globularia bisnagarica L.,Gemeine Kugelblume,Common ball flower,Globularia,Plantaginaceae,Southern Europe,26,domestic,Xerophyte,Apr.-Jun.,"Leaf, root (or whole plant)",toxic,,,,
P565,Fraxinus excelsior L.,Gemeine Esche,Ash,Fraxinus,Oleaceae,Europe,59,domestic,Forest plant,Apr.-May,"Fruit, leaf (or whole fruit)",toxic (unknown strength),toxic,,,
P566,Ligustrum vulgare L.,Gemeiner Liguster,Irivet,Ligustrum,Oleaceae,Europe and Western Asia,52,domestic,Forest plant,May-Jul.,"Bark, fruit, leaf",toxic,toxic,,,
P567,Buddleja davidii Franch.,Schmetterlingsstrauch,Buttergly bush,Buddleja,Scrophulariaceae,Asia,38,alien,Ornamental garden plant,Jul.-Aug.,"Whole plant, highest concentrations in leaf, seed",toxic (unknown strength),,yes,yes,
P568,Pedicularis palustris L.,Sumpf-Laeusekraut,Marsh lousewort,Pedicularis,Orobanchaceae,"Europe, Asia and North America",27,domestic,Shore- and marsh plant,May-Jul.,"Whole plant, highest concentrations in seed",toxic,,,,
P569,Pedicularis sylvatica L.,Waldmoor-Laeusekraut,Common lousewort,Pedicularis,Orobanchaceae,Central Europe,6,domestic,Shore- and marsh plant,May-Jun.,"Whole plant, highest concentrations in seed",toxic,,,,
P570,Pedicularis verticillata L.,Quirlblaettriges Laeusekraut,Verticillate lousewort,Pedicularis,Orobanchaceae,Alps and Arctic,52,domestic,Mountain plant,Jun.-Aug.,"Whole plant, highest concentrations in seed",toxic,,,,
P571,Pedicularis recutita L.,Gestutztes Laeusekraut,Beakless red lousewort,Pedicularis,Orobanchaceae,Alps,27,domestic,Mountain plant,Jun.-Jul.,"Whole plant, highest concentrations in seed",toxic,,,,
P572,Pedicularis foliosa L.,Blattreiches Laeusekraut,Leafy lousewort,Pedicularis,Orobanchaceae,Southern and Central Europe,38,domestic,Mountain plant,Jun.-Jul.,"Whole plant, highest concentrations in seed",toxic,,,,
P573,Pedicularis oederi Hornem.,Buntes Laeusekraut,Crimson-tipped lousewort,Pedicularis,Orobanchaceae,Alps and Arctic,9,domestic,Mountain plant,Jun.-Aug.,"Whole plant, highest concentrations in seed",toxic,,,,
P574,Pedicularis ascendens Gaudin,Aufsteigends Laeusekraut,Ascending lousewort,Pedicularis,Orobanchaceae,Alps,10,domestic,Mountain plant,Jul.-Aug.,"Whole plant, highest concentrations in seed",toxic,,,,
P575,Pedicularis tuberosa L.,Knolliges Laeusekraut,Long-beaked yellow lousewort,Pedicularis,Orobanchaceae,Southern and Central Europe,38,domestic,Mountain plant,Jun.-Aug.,"Whole plant, highest concentrations in seed",toxic,,,,
P576,Pedicularis kerneri Dalla Torre,Kerners Laeusekraut,Kerner's lousewort,Pedicularis,Orobanchaceae,Alps and Pyrenees,23,domestic,Mountain plant,Jul.-Aug.,"Whole plant, highest concentrations in seed",toxic,,,,
P577,Pedicularis aspleniifolia Willd.,Farnblaettriges Laeusekraut,Fern-leaved lousewort,Pedicularis,Orobanchaceae,Alps,0.7,domestic,Mountain plant,Jul.-Aug.,"Whole plant, highest concentrations in seed",toxic,,,,
P578,Pedicularis rostratocapitata Crantz,Kopfiges Laeusekraut,Beaked lousewort,Pedicularis,Orobanchaceae,Alps,5,domestic,Mountain plant,Jul.-Aug.,"Whole plant, highest concentrations in seed",toxic,,,,
P579,Pedicularis gyroflexa Vill.,Gedrehtes Laeusekraut,Tufted lousewort,Pedicularis,Orobanchaceae,Alps and Pyrenees,0.8,domestic,Mountain plant,Jun.-Jul.,"Whole plant, highest concentrations in seed",toxic,,,,
P580,Rhinanthus alectorolophus (Scop.) Pollich,Zottiger Klappertopf,Greater yellow rattle,Rhinanthus,Orobanchaceae,Central Europe,70,domestic,Shore- and marsh plant,May-Aug.,Whole plant,weak toxic,weak toxic,,,
P581,Rhinanthus minor L.,Kleiner Klappertopf,Yellow Rattle,Rhinanthus,Orobanchaceae,Europe and Siberia,59,domestic,Shore- and marsh plant,May-Aug.,Whole plant,weak toxic,weak toxic,,,
P582,Rhinanthus angustifolius C. C. Gmel.,Kahler Klappertopf,Greater yellow rattle,Rhinanthus,Orobanchaceae,Europe and Siberia,7,domestic,Shore- and marsh plant,May-Jun.,Whole plant,weak toxic,weak toxic,,,
P583,Rhinanthus glacialis Personnat,Grannen-Klappertopf,Rattle,Rhinanthus,Orobanchaceae,Central Europe,55,domestic,Mountain plant,Jun.-Sep.,Whole plant,weak toxic,weak toxic,,,
P584,Rhinanthus antiquus (Sterneck) Schinz & Thell,Bergamasker Klappertopf,Rattle,Rhinanthus,Orobanchaceae,Alps,1.5,domestic,Mountain plant,Aug.,Whole plant,weak toxic,weak toxic,,,
P585,Paulownia tomentosa (Thunb.) Steud.,Blauglockenbaum,Princess tree,Paulownia,Paulowniaceae,Asia,occasionally introduced ,alien,Ornamental garden plant,Apr.-May,"Fruit, seed",toxic (unknown strength),,yes,yes,
P586,Ilex aquifolium L.,Stechpalme,European holly,Ilex,Aquifoliaceae,Southern Europe and Western Asia,39,domestic,Forest plant,May,Aerial part,strong toxic,toxic,,,
P587,Ilex verticillata (L.) A. Gray,Amerikanische Winterbeere,American winterberry,Ilex,Aquifoliaceae,North America,0,alien,Ornamental garden plant,Apr.-Jul.,Aerial part,strong toxic,toxic,,yes,
P588,Hedera helix L.,Efeu,Ivy,Hedera,Araliaceae,Europe and Western Asia,52,domestic,Forest plant,Sep.-Oct.,Aerial part,allergenic,toxic,,,
P589,Aralia elata (Miq.) Seem.,Japanischer Angalikabaum,Prickle ash,Aralia,Araliaceae,Asia,0,alien,Ornamental garden plant,Aug.-Sep.,"Whole plant, highest concentration in bark, fruit",allergenic,,,,
P590,Hydrocotyle ranunculoides L.,Grosser Wassernabel,,Hydrocotyle,Araliaceae,Asia and America,rarely introduced,alien,Fresh water plant,,,unknown,,yes (forbidden CH and EU),,
P591,Chaerophyllum temulum L.,Hecken-Kaelberkropf,Rough chervil,Chaerophyllum,Apiaceae,Europe,21,domestic,Forest plant,May-Jul.,"Fruit, herb",toxic,toxic,,,
P592,Anthriscus sylvestris (L.) Hoffm.,Wiesen-Kerbel,Cow parsley,Anthriscus,Apiaceae,Europe,62,domestic,Meadow plant,Apr.-Aug.,Whole plant,phototoxic,,,,
P593,Anthriscus cerefolium (L.) Hoffm.,Garten-Kerbel,Chervil,Anthriscus,Apiaceae,Western Asia,rarely introduced,alien,Ornamental garden plant,May-Aug.,Whole plant,phototoxic,,,,
P594,Sium latifolium L.,Grosser Merk,Greater water-parsnip,Sium,Apiaceae,Europe and Siberia,0.8,domestic,Shore- and marsh plant,Jul.-Aug.,"Fruit, root",toxic,,,,
P595,Oenanthe lachenalii C. C. Gmel.,Lachenals Rebendolde,,Oenanthe,Apiaceae,Mediterranean,1,domestic,Fresh water plant,Jul.-Sep.,Whole plant,toxic,strong toxic,,,
P596,Oenanthe peucedanifolia Pollich,Haarstrang-Rebendolde,,Oenanthe,Apiaceae,Mediterranean,0.2,domestic,Shore- and marsh plant,May-Jul.,Whole plant,toxic,,,,
P597,Oenanthe aquatica (L.) Poir.,Wasser-Rebendolde,,Oenanthe,Apiaceae,Europe and Asia,2,domestic,Fresh water plant,Jun.-Aug.,Whole plant,toxic,strong toxic,,,
P598,Oenanthe fistulosa L.,Roehrige Rebendolde,,Oenanthe,Apiaceae,Mediterranean,0.8,domestic,Fresh water plant,May-Aug.,Whole plant,toxic,strong toxic,,,
P599,Aethusa cynapium L.,Hundspetersilie,Fool's parsley,Aethusa,Apiaceae,Europe,49,domestic,Weed and ruderal plant,Jun.-Oct.,Aerial part (or whole plant),very strong toxic,toxic,,,
P600,Foeniculum vulgare Mill.,Fenchel,Fennel,Foeniculum,Apiaceae,Mediterranean,agriculture,alien,Agricultural plant,Jul.-Oct.,Aerial part (or whole plant),weak toxic,,,,yes
P601,Conium maculatum L.,Gefleckter Schierling,Hemlock,Conium,Apiaceae,Europe and Asia,7,domestic,Weed and ruderal plant,Jun.-Sep.,Whole plant,very strong toxic,very strong toxic,,,
P602,Apium graveolens L.,Sellerie,Celery,Apium,Apiaceae,global,agriculture,domestic,Agricultural plant,Jun.-Oct.,Whole plant,"allergenic, phototoxic",,,,yes
P603,Cicuta virosa L.,Wasserschierling,Water-hemlock,Cicuta,Apiaceae,Europe and Asia,5,domestic,Fresh water plant,Jul.-Sep.,Whole plant,very strong toxic,very strong toxic,,,
P604,Levisticum officinale W. D. J. Koch,Maggikraut,Lovage,Levisticum,Apiaceae,Asia,agriculture,domestic,Ornamental garden plant,Jul.-Aug.,Root (or whole plant),phototoxic,,,,yes
P605,Ammi majus L.,Knorpelmoehre,Greater ammi,Ammi,Apiaceae,Mediterranean,3,domestic,Weed and ruderal plant,Jun.-Oct.,"Fruit, leaf (or whole plant)",phototoxic,toxic (horse),,,
P606,Angelica sylvestris L.,Wilde Brustwurz,Wild angelica,Angelica,Apiaceae,Europe and Siberia,62,domestic,Shore- and marsh plant,Jul.-Sep.,"Fruit, root (or whole plant)",phototoxic,toxic,,,
P607,Angelica archangelica L.,Engelwurz,Garde-angelica,Angelica,Apiaceae,"Europe, Asia and North America",0,alien,Shore- and marsh plant,Jun.-Sep.,"Fruit, root (or whole plant)",phototoxic,strong toxic,,yes,
P608,Pastinaca sativa L.,Pastinak,Parsnip,Pastinaca,Apiaceae,Asia,44,domestic,Meadow plant,Jul.-Aug.,Whole plant,weak toxic,,,,
P609,Heracleum mantegazzianum Sommier & Levier,Riesen-Baerenklau,Giant hogweed,Heracleum,Apiaceae,Asia,32,alien,Weed and ruderal plant,Jul.-Sep.,Whole plant,strong toxic,toxic,yes (forbidden CH),,
P610,Heracleum persicum (Fisch.) Desf.,Persischer Baerenklau,Golpar,Heracleum,Apiaceae,Asia,0,alien,Ornamental garden plant,,Whole plant,strong toxic,,yes (forbidden EU),yes,
P611,Heracleum sosnowskyi Manden.,Sosnowsky-Baerenklau,Sosnowsky's hogweed,Heracleum,Apiaceae,Asia,0,alien,Ornamental garden plant,,Whole plant,strong toxic,,yes (forbidden EU),yes,
P612,"Heracleum sphondylium L. s.l. (H. sphondylium L. s.str., H. sphondylium subsp. alpinum (L.) Bonnier & Layens, H. sphondylium subsp. elegans (Crantz) Schuebl. & G. Martens and H. sphondylium  subsp. pyrenaicum (Lam.) Bonnier & Layens)",Wiesen-Baerenklau,Common hogweed,Heracleum,Apiaceae,Europe,70,domestic,Meadow plant,May-Aug.,Whole plant,phototoxic,toxic,,,
P613,Daucus carota subsp. sativus (Hoffm.) Schuebl. & G. Martens,Karotte,Carrot,Daucus,Apiaceae,Mediterranean,agriculture,domestic,Agricultural plant,Jun.-Aug.,"Fruit, root",weak toxic,,,,yes
P614,Carum carvi L.,Kuemmel,Caraway,Carum,Apiaceae,Europe and Siberia,50,domestic,Meadow plant,May-Aug.,Aerial part,allergenic,,,,
P615,Myrrhis odorata (L.) Scop.,Suessdolde,Cicely,Myrrhis,Apiaceae,Central and Southern Europe,14,domestic,Forest plant,May-Jul.,Whole plant,weak toxic,,,,
P616,Coriandrum sativum L.,Koriander,Coriander,Coriandrum,Apiaceae,Mediterranean,rarely introduced,domestic,Ornamental garden plant,Jun.-Jul.,Aerial part (or whole plant),phototoxic,,,yes,
P617,Aegopodium podagraria L.,Geissfuss,Bishop's weed,Aegopodium,Apiaceae,Europe and Siberia,61,domestic,Forest plant,May-Sep.,Whole plant,phototoxic,,,,
P618,Anethum graveolens L.,Dill,Dill,Anethum,Apiaceae,Mediterranean,rarely introduced,domestic,Ornamental garden plant,Jul.-Aug.,Whole plant,phototoxic,,,yes,
P619,Bunium bilbocastanum L.,Erdkastanie,Great earthnut,Bunium,Apiaceae,Mediterranean,7,domestic,Xerophyte,Jun.-Jul.,Whole plant,phototoxic,,,,
P620,Petroselinum crispum (Mill.) Fuss,Petersilie,Parsley,Petroselinum,Apiaceae,Mediterranean,rarely introduced,domestic,Ornamental garden plant,Jun.-Jul.,Whole plant,weak toxic,,,yes,
P621,Pimpinella major (L.) Huds.,Grosse Bibernelle,Greater burnet saxifrage,Pimpinella,Apiaceae,Europe,74,domestic,Forest plant,Jun.-Sep.,Root (or whole plant),phototoxic,,,,
P622,Pimpinella nigra Mill.,Schwarze Kleine Bibernelle,,Pimpinella,Apiaceae,Eastern Europe,10,domestic,Xerophyte,Jun.-Sep.,Root (or whole plant),phototoxic,,,,
P623,Pimpinella peregrina L.,Wander-Bibernelle,,Pimpinella,Apiaceae,Mediterranean,4,domestic,Weed and ruderal plant,May-Jul.,Root (or whole plant),phototoxic,,,,
P624,Pimpinella saxifraga L.,Gewoehnliche Kleine Bibernelle,Burnet saxifrage,Pimpinella,Apiaceae,Europe and Asia,64,domestic,Xerophyte,Jun.-Oct.,Root (or whole plant),phototoxic,,,,
P625,Peucedanum austriacum (Jacq.) W. D. J. Koch s.l.,oesterreicher Haarstrang,,Peucedanum,Apiaceae,Europe,6,domestic,Xerophyte,Jul.-Aug.,Whole plant,phototoxic,,,,
P626,Peucedanum carvifolia Vill.,Kuemmelblaettriger Haarstrang,,Peucedanum,Apiaceae,Southern Europe,3,domestic,Xerophyte,Aug.-Oct.,Whole plant,phototoxic,,,,
P627,Peucedanum cervaria (L.) Lapeyr.,Hischwurz,,Peucedanum,Apiaceae,Europe,23,domestic,Forest plant,Jul.-Sep.,Whole plant,phototoxic,,,,
P628,Peucedanum oreoselinum (L.) Moench,Berg-Haarstrang,,Peucedanum,Apiaceae,Southern Europe,21,domestic,Xerophyte,Jul.-Sep.,Whole plant,phototoxic,,,,
P629,Peucedanum ostruthium (L.) W. D. J. Koch,Meisterwurz,Masterwort,Peucedanum,Apiaceae,Alps,61,domestic,Mountain plant,Jun.-Aug.,Whole plant,phototoxic,,,,
P630,Peucedanum venetum (Spreng.) W. D. J. Koch,Venezianischer Haarstrang,,Peucedanum,Apiaceae,Southern Europe,2,domestic,Xerophyte,Jul.-Aug.,Whole plant,phototoxic,,,,
P631,Peucedanum verticillare (L.) Mert. & W. D. J. Koch,Riesen-Haarstrang,Giant hog fennel,Peucedanum,Apiaceae,Southern Europe,4,domestic,Pioneer plant,Jul.-Aug.,Whole plant,phototoxic,,,,
P632,Peucedanum palustre (L.) Moench,Sumpf-Haarstrang,Milk-parsley,Peucedanum,Apiaceae,Europe and Siberia,17,domestic,Shore- and marsh plant,Jul.-Aug.,Whole plant,phototoxic,,,,
P633,Eryngium alpinum L.,Alpen-Mannstreu,,Eryngium,Apiaceae,Central and Southern Europe,7,domestic,Mountain plant,Jul.-Aug.,Aerial part,phototoxic,,,,
P634,Eryngium campestre L.,Feld-Mannstreu,,Eryngium,Apiaceae,Mediterranean,1.5,domestic,Xerophyte,Jul.-Sep.,Aerial part,phototoxic,,,,
P635,Sanicula eruopaea L.,Sanikel,,Sanicula,Apiaceae,Europe and Western Asia,49,domestic,Forest plant,May-Jul.,Leaf,toxic (unknown strength),,,,
P636,Sambucus ebulus L.,Zwerg-Holunder,Danewort,Sambucus,Adoxaceae,Europe and Western Asia,44,domestic,Forest plant,Jul.-Aug.,Whole plant,toxic,toxic,,,
P637,Sambucus nigra L.,Schwarzer Holunder,Elderberry,Sambucus,Adoxaceae,Europe,58,domestic,Forest plant,May-Jun.,Whole plant,weak toxic,toxic,,,
P638,Sambucus racemosa L.,Roter Holunder,Red Elderberry,Sambucus,Adoxaceae,Europe,66,domestic,Forest plant,Apr.-May,Whole plant,weak toxic,toxic,,,
P639,Viburnum lantana L.,Wolliger Schneeball,Wayfaring tree,Viburnum,Adoxaceae,Europe and Western Asia,54,domestic,Forest plant,May,"Bark, leaf (or whole plant)",toxic,toxic,,,
P640,Viburnum opulus L.,Gemeiner Schneeball,Guelder-rose,Viburnum,Adoxaceae,Europe and Asia,53,domestic,Forest plant,May-Jun.,"Bark, leaf (or whole plant)",toxic,toxic,,,
P641,Viburnum rhytidophyllum Hemsl.,Runzelblaettriger Schneeball,Wrinkled viburnum,Viburnum,Adoxaceae,Asia,occasionally introduced ,alien,Ornamental garden plant,May-Jun.,"Bark, leaf (or whole plant)",toxic,toxic,,yes,
P642,Viburnum tinus L.,Lorbeer-Schneeball,Laurustinus,Viburnum,Adoxaceae,Mediterranean,rarely introduced,alien,Ornamental garden plant,Feb.-Jun.,"Bark, leaf (or whole plant)",toxic,toxic,,yes,
P643,Viburnum plicatum Thunb.,Japanischer Schneeball,Japanese snowball,Viburnum,Adoxaceae,Asia,0,alien,Ornamental garden plant,May-Jun.,"Bark, leaf (or whole plant)",toxic,toxic,,yes,
P644,Viburnum x bodnantense Aberc.,Bodnant-Schneeball,Bodnant snowball,Viburnum,Adoxaceae,Europe,0,alien,Ornamental garden plant,Nov.-Mar.,"Bark, leaf (or whole plant)",toxic,toxic,,yes,
P645,Symphoricarpos albus (L.) S. F. Blake,Schneebeere,Common snowberry,Symphoricarpos,Caprifoliaceae,North America,occasionally introduced ,alien,Forest plant,Jun.-Jul.,Fruit,toxic,toxic,yes,yes,
P646,Lonicera periclymenum L.,Wald-Geissblatt,Common honeysuckle,Lonicera,Caprifoliaceae,Western Europe,20,domestic,Forest plant,Jun.-Aug.,"Fruit, seed",toxic,,,,
P647,Lonicera caprifolium L.,Garten-Geissblatt,Goat-leaf honeysuckle,Lonicera,Caprifoliaceae,Southern Europe,10,domestic,Forest plant,May-Jun.,"Fruit, seed",toxic,,,,
P648,Lonicera japonica Thunb.,Japanisches Geissblatt,Japanese honeysuckle,Lonicera,Caprifoliaceae,Asia,occasionally introduced ,alien,Forest plant,Jun.-Sep.,"Fruit, seed",toxic,,yes,,
P649,Lonicera xylosteum L.,Rote Heckenkirsche,Fly honeysuckle,Lonicera,Caprifoliaceae,Europe and Siberia,59,domestic,Forest plant,Apr.-May,"Fruit, seed",toxic,toxic,,,
P650,Lonicera nigra L.,Schwarze Heckenkirsche,Black-berried honeysuckle,Lonicera,Caprifoliaceae,Southern and Central Europe,52,domestic,Forest plant,May-Jun.,"Fruit, seed",toxic,,,,
P651,Lonicera alpigena L.,Alpen Heckenkirsche,Alpine honeysuckle,Lonicera,Caprifoliaceae,Southern and Central Europe,51,domestic,Forest plant,Apr.-Jun.,"Fruit, seed",toxic,,,,
P652,Lonicera caerulea L.,Blaue Heckenkirsche,Blue-berried honeysuckle,Lonicera,Caprifoliaceae,Northern Europe,49,domestic,Mountain plant,Jun.-Jul.,"Fruit, seed",toxic,,,,
P653,Lonicera pileata Oliv,Immergruene Kriech-Heckenkirsche,Privet honeysuckle,Lonicera,Caprifoliaceae,Asia,4,alien,Ornamental garden plant,Jun.,"Fruit, seed",toxic,,,yes,
P654,Lonicera nitida E. H. Wilson,Immergruene Heckenkirsche,Boxleaf honeysuckle,Lonicera,Caprifoliaceae,Asia,occasionally introduced ,alien,Ornamental garden plant,May,"Fruit, seed",toxic,,,yes,
P655,Lonicera henryi Hemsl.,Henrys Geissblatt,Henry's honeysuckle,Lonicera,Caprifoliaceae,Asia,rarely introduced,alien,Ornamental garden plant,Jun.-Aug.,"Fruit, seed",toxic,,yes,yes,
P656,Valerianella locusta (L.) Laterr.,Nuesslisalat,Corn salad,Valerianella,Caprifoliaceae,Mediterranean,agriculture,domestic,Agricultural plant,Apr.-May,Whole plant,nontoxic,,,,yes
P657,Valeriana dioica L.,Sumpf-Baldrian,,Valeriana,Caprifoliaceae,Europe,50,domestic,Shore- and marsh plant,Apr.-Jun.,"Whole plant, highest concentrations in root",carcinogenic,,,,
P658,"Valeriana officinalis aggr. (V. officinalis L., V. wallrothii Kreyer, V. versifolia Bruegger, V. pratenisi Dierb. and V. repens Host)",Arznei-Baldrian,Garden valerian,Valeriana,Caprifoliaceae,Europe,73,domestic,Shore- and marsh plant,May-Aug.,"Whole plant, highest concentrations in root",carcinogenic,,,,
P659,Valeriana pyrenaica L.,Pyrenaeen-Baldrian,,Valeriana,Caprifoliaceae,Europe,1,domestic,Mountain plant,Jun.-Aug.,"Whole plant, highest concentrations in root",carcinogenic,,,,
P660,Valeriana montana L.,Berg-Baldrian,,Valeriana,Caprifoliaceae,Central and Southern Europe,55,domestic,Mountain plant,May-Jul.,"Whole plant, highest concentrations in root",carcinogenic,,,,
