Latin name provided,latinNameNoAuthor
Cineraria maritima,Cineraria maritima
Cineraria maritime,
Cinnamodendron axillare,Cinnamodendron axillare
Cinnamomum,Cinnamomum
Cinnamomum aromaticum,Cinnamomum aromaticum
Cinnamomum burmannii,Cinnamomum burmannii
Cinnamomum camphora,Cinnamomum camphora
Cinnamomum camphora as 'camphor',
Cinnamomum cassia,Cinnamomum cassia
Cinnamomum glanduliferum,Cinnamomum glanduliferum
Cinnamomum loureiroi,Cinnamomum loureiroi
Cinnamomum osmophloeum,Cinnamomum osmophloeum
Cinnamomum tamala,Cinnamomum tamala
Cinnamomum verum,Cinnamomum verum
Cinnamomum verum as 'cinnamon',Cinnamomum verum as 'cinnamon'
Cinnamomum zelanicum,Cinnamomum zelanicum
Cinnamomum zeylandicum,Cinnamomum zeylandicum
Cinnamomum zeylanicum,Cinnamomum zeylanicum
Cinnamomun iners,Cinnamomun iners
Cinnamon zeylanicum,Cinnamon zeylanicum
Cinnamonium verum as 'cinnamon',Cinnamonium verum as 'cinnamon'
Circium arvense,Circium arvense
Circularia lunata,Circularia lunata
Circuma,Circuma
Circuta,Circuta
Circuta douglasii,Circuta douglasii
Circuta virosa as ‘ciquë aquatique’,Circuta virosa as ‘ciquë aquatique’
Cirsium,Cirsium
Cirsium acaule,Cirsium acaule
Cirsium arvense,Cirsium arvense
Cirsium candolleanum,Cirsium candolleanum
Cirsium canum,Cirsium canum
Cirsium carniolicum,Cirsium carniolicum
Cirsium decussatum,Cirsium decussatum
Cirsium dipsacolepis,Cirsium dipsacolepis
Cirsium eriophorum (L.) Scop.,
Cirsium eriphorum,Cirsium eriphorum
Cirsium erisithales,Cirsium erisithales
Cirsium ferox,Cirsium ferox
Cirsium heterophyllum,Cirsium heterophyllum
Cirsium hypoleucum,Cirsium hypoleucum
Cirsium incanum,Cirsium incanum
Cirsium japonicum,Cirsium japonicum
Cirsium lanceolatum,Cirsium lanceolatum
Cirsium lineare,Cirsium lineare
Cirsium montanum,Cirsium montanum
Cirsium occidentalis,Cirsium occidentalis
Cirsium ochracentrum,Cirsium ochracentrum
Cirsium oleraceum,Cirsium oleraceum
Cirsium palustre,Cirsium palustre
Cirsium pannonicum,Cirsium pannonicum
Cirsium polonicum,Cirsium polonicum
Cirsium spinosissimum,Cirsium spinosissimum
Cirsium syriacum,Cirsium syriacum
Cirsium tricephalodes,Cirsium tricephalodes
Cirsium tuberosum,Cirsium tuberosum
Cirsium vandasii,Cirsium vandasii
Cirsium vulgare,Cirsium vulgare
Cisanthera papaverifera,Cisanthera papaverifera
Cissampelos,Cissampelos
Cissampelos capensis,Cissampelos capensis
Cissampelos ellenbeckii,Cissampelos ellenbeckii
Cissampelos mucronata,Cissampelos mucronata
Cissampelos pareira,Cissampelos pareira
Cissampelos perreira,Cissampelos perreira
Cissampelos sympodialis,Cissampelos sympodialis
Cissampelus fasciculata,Cissampelus fasciculata
Cissampelus ovalifolia,Cissampelus ovalifolia
Cissampelus parreira,Cissampelus parreira
Cissus,Cissus
Cissus bakerana,Cissus bakerana
Cissus caustica,Cissus caustica
Cissus coccinea,Cissus coccinea
Cissus crameriana,Cissus crameriana
Cissus erosa,Cissus erosa
Cissus gongylodes,Cissus gongylodes
Cissus hereroensis,Cissus hereroensis
Cissus hypoleuca,Cissus hypoleuca
Cissus juttae,Cissus juttae
Cissus quadrangularis,Cissus quadrangularis
Cissus quinata,Cissus quinata
Cissus repanda,Cissus repanda
Cissus rheifolia,Cissus rheifolia
Cissus rhombifolia,Cissus rhombifolia
Cissus rotundifolia,Cissus rotundifolia
Cissus setosa,Cissus setosa
Cissus verticillata,Cissus verticillata
Cistaceae,Cistaceae
Cistanche salsa,Cistanche salsa
Cistanthera,Cistanthera
Cistanthera papavifera,Cistanthera papavifera
Cistus,Cistus
Cistus creticus,Cistus creticus
Cistus ladanifer,Cistus ladanifer
Cistus ladaniferus,Cistus ladaniferus
Cistus salvifolius,Cistus salvifolius
Citharexylum fruticosum,Citharexylum fruticosum
Citriosma guianensis,Citriosma guianensis
Citrullis vulgaris,Citrullis vulgaris
Citrullus,Citrullus
Citrullus amarus,Citrullus amarus
Citrullus colocynthis,Citrullus colocynthis
Citrullus colocynthis as 'bitter apple',Citrullus colocynthis as 'bitter apple'
Citrullus colocynthus,Citrullus colocynthus
Citrullus ecirrhosus,Citrullus ecirrhosus
Citrullus lanatus,Citrullus lanatus
Citrullus naudinianus,Citrullus naudinianus
Citrullus vulgaris,Citrullus vulgaris
Citrullus vulgaris var. amarus,Citrullus vulgaris var. amarus
Citrulus colocynthis,Citrulus colocynthis
Citrus,Citrus
Citrus acida,Citrus acida
Citrus aurantifolia,Citrus aurantifolia
Citrus aurantifolia 'Persian',Citrus aurantifolia 'Persian'
Citrus aurantifolium,Citrus aurantifolium
Citrus aurantiifolia,Citrus aurantiifolia
Citrus aurantium,Citrus aurantium
Citrus aurantium 'Bouquet',Citrus aurantium 'Bouquet'
Citrus aurantium ssp. acida,Citrus aurantium ssp. acida
Citrus aurantium ssp. amara,Citrus aurantium ssp. amara
Citrus aurantium ssp. bergamia,Citrus aurantium ssp. bergamia
Citrus aurantium ssp. bigaradia,Citrus aurantium ssp. bigaradia
Citrus aurantium ssp. decumana,Citrus aurantium ssp. decumana
Citrus aurantium ssp. dulcis,Citrus aurantium ssp. dulcis
Citrus aurantium ssp. sinensis,Citrus aurantium ssp. sinensis
Citrus aurantium var. bergamia,Citrus aurantium var. bergamia
Citrus bergamia,Citrus bergamia
Citrus bergamia var. myrtifolia,Citrus bergamia var. myrtifolia
Citrus bigaradia,Citrus bigaradia
Citrus decumana,Citrus decumana
Citrus deliciosa,Citrus deliciosa
Citrus grandis,Citrus grandis
Citrus grandis f. buntan,Citrus grandis f. buntan
Citrus hystrix,Citrus hystrix
Citrus limetta,Citrus limetta
Citrus limon,Citrus limon
Citrus limon as 'lemon',Citrus limon as 'lemon'
Citrus limonia,Citrus limonia
Citrus limonum,Citrus limonum
Citrus madurensis,Citrus madurensis
Citrus maxima,Citrus maxima
Citrus medica,Citrus medica
Citrus medica ssp. limonum,Citrus medica ssp. limonum
Citrus medica var. limetta,Citrus medica var. limetta
Citrus medica var. limon,Citrus medica var. limon
Citrus meyeri,Citrus meyeri
Citrus microcarpa,Citrus microcarpa
Citrus nobilis,Citrus nobilis
Citrus nobilis var. deliciosa,Citrus nobilis var. deliciosa
Citrus paradisi,Citrus paradisi
Citrus paradisi x Citrus tangerina,Citrus paradisi x Citrus tangerina
Citrus paradisii,Citrus paradisii
Citrus reticulata,Citrus reticulata
Citrus reticulata as 'mandarin orange',Citrus reticulata as 'mandarin orange'
Citrus sinensis,Citrus sinensis
Citrus sinensis as 'orange',Citrus sinensis as 'orange'
Citrus trifoliatus,Citrus trifoliatus
Citrus vulgaris,Citrus vulgaris
Citrus X aurantiifolia,Citrus X aurantiifolia
Citrus X aurantium subsp. aurantium,Citrus X aurantium subsp. aurantium
Citrus X aurantium subsp. bergamia,Citrus X aurantium subsp. bergamia
Citrus x bergamia,Citrus x bergamia
Citrus X limon,Citrus X limon
Citrus x limonia,Citrus x limonia
Citrus x paradisi,Citrus x paradisi
Citrus x paradisi as 'grapefruit',Citrus x paradisi as 'grapefruit'
Citrus X sinensis,Citrus X sinensis
Cladastris,Cladastris
Cladonia,Cladonia
Cladonia alpestris,Cladonia alpestris
Cladonia rangiferina,Cladonia rangiferina
Cladonia sylvatica,Cladonia sylvatica
Cladosporium,Cladosporium
Cladosporium cacumerinum,Cladosporium cacumerinum
Cladosporium cucumerinum,
Cladosporium fulvum,Cladosporium fulvum
Cladosporium Fumago,Cladosporium Fumago
Cladosporium herbarum,Cladosporium herbarum
Cladosporium magnusianum,Cladosporium magnusianum
Cladosporium resinae,Cladosporium resinae
Cladothrix,Cladothrix
Cladrastis,Cladrastis
Claoxylon australe,Claoxylon australe
Claoxylon sandwisence,Claoxylon sandwisence
Clarkeinda pequinii,Clarkeinda pequinii
Clathrocystis,Clathrocystis
Clathrocystis aeruginosa,Clathrocystis aeruginosa
Clathrotropis,Clathrotropis
Clathrus,Clathrus
Clathrus albidus,Clathrus albidus
Clathrus archeri,Clathrus archeri
Clathrus cancellatus,Clathrus cancellatus
Clathrus cibarius var. gracilis,Clathrus cibarius var. gracilis
Clathrus columnatus,Clathrus columnatus
Clathrus gracilis,Clathrus gracilis
Clathrus higginsii,Clathrus higginsii
Clathrus pusillus,Clathrus pusillus
Claudopus,Claudopus
Claudopus byssisedus,Claudopus byssisedus
Claudopus nidulans,Claudopus nidulans
Clausena,Clausena
Clausena anisata,Clausena anisata
Clausenia anisata,Clausenia anisata
Clavarae formosa,Clavarae formosa
Clavaria,Clavaria
Clavaria aurea,Clavaria aurea
Clavaria botrytis,Clavaria botrytis
Clavaria cinerea,Clavaria cinerea
Clavaria flava,Clavaria flava
Clavaria flavobrunnescens,Clavaria flavobrunnescens
Clavaria flavo-brunnescens,Clavaria flavo-brunnescens
Clavaria formosa,Clavaria formosa
Clavaria fusiformis,Clavaria fusiformis
Clavaria gelatinosa,Clavaria gelatinosa
Clavaria pallida,Clavaria pallida
Clavaria pistillaris,Clavaria pistillaris
Clavaria stricta,Clavaria stricta
Clavariaceae,Clavariaceae
Clavariadelphus,Clavariadelphus
Clavaric sp.,Clavaric sp.
Clavelina lepadiformis,Clavelina lepadiformis
Claviceps,Claviceps
Claviceps africana,Claviceps africana
Claviceps annulata,Claviceps annulata
Claviceps as 'ergot',Claviceps as 'ergot'
Claviceps cinera,Claviceps cinera
Claviceps cineraria,Claviceps cineraria
Claviceps cinerea,Claviceps cinerea
Claviceps cynodontis,Claviceps cynodontis
Claviceps cyperi,Claviceps cyperi
Claviceps deliquescens,Claviceps deliquescens
Claviceps diadema,Claviceps diadema
Claviceps digitariae,Claviceps digitariae
Claviceps flavella,Claviceps flavella
Claviceps fusiformis,Claviceps fusiformis
Claviceps gigantea,Claviceps gigantea
Claviceps glabra,Claviceps glabra
Claviceps grohii,Claviceps grohii
Claviceps hirtella,Claviceps hirtella
Claviceps inconspicua,Claviceps inconspicua
Claviceps iorthocladae,Claviceps iorthocladae
Claviceps junci,Claviceps junci
Claviceps litoralis,Claviceps litoralis
Claviceps lutea,Claviceps lutea
Claviceps maximensis,Claviceps maximensis
Claviceps microcephala,Claviceps microcephala
Claviceps nigricans,Claviceps nigricans
Claviceps paspali,Claviceps paspali
Claviceps paspalli,
Claviceps paspalum,Claviceps paspalum
Claviceps phalaridis,Claviceps phalaridis
Claviceps platytricha,Claviceps platytricha
Claviceps purpea,Claviceps purpea
Claviceps purpura,
Claviceps purpurea,Claviceps purpurea
Claviceps purpurea as 'ergot',Claviceps purpurea as 'ergot'
Claviceps purpurea var. Purpurea,Claviceps purpurea var. Purpurea
Claviceps pusilla,Claviceps pusilla
Claviceps queenslandica,Claviceps queenslandica
Claviceps ranunculoides,Claviceps ranunculoides
Claviceps rigidifolius,Claviceps rigidifolius
Claviceps sp.,Claviceps sp.
Claviceps sulcata,Claviceps sulcata
Claviceps tripsaci,Claviceps tripsaci
Claviceps uleana,Claviceps uleana
Claviceps viridis,Claviceps viridis
Claviceps yanagawaensis,Claviceps yanagawaensis
Claviceps zizaniae,Claviceps zizaniae
Clavicipitaceae,Clavicipitaceae
Clavicipitales,Clavicipitales
Claviciptaceae,Claviciptaceae
Clavicorona,Clavicorona
Clavija integrifolia,Clavija integrifolia
Clavija longifolia,Clavija longifolia
Clavija ornata,Clavija ornata
Clavija schwackeana,Clavija schwackeana
Clavoriaceae,Clavoriaceae
Clavulina,Clavulina
Claytonia,Claytonia
Claytonia perfoliata,Claytonia perfoliata
Claytonia sibirica,Claytonia sibirica
Claytonia virginica,Claytonia virginica
Cleistanthus,Cleistanthus
Cleistanthus collinus,Cleistanthus collinus
Cleistanthus myrianthus,Cleistanthus myrianthus
Cleistanthus patulus,Cleistanthus patulus
Clematideae,Clematideae
Clematis,Clematis
Clematis alpina,Clematis alpina
Clematis angustifolia,Clematis angustifolia
Clematis aristata,Clematis aristata
Clematis aristata var. pubescens,Clematis aristata var. pubescens
Clematis armandii,Clematis armandii
Clematis brachiata,Clematis brachiata
Clematis burgensis,Clematis burgensis
Clematis chinensis,Clematis chinensis
Clematis cirrhosa,Clematis cirrhosa
Clematis clemensiae,Clematis clemensiae
Clematis columbiana,Clematis columbiana
Clematis cv. 'Jackmanii',Clematis cv. 'Jackmanii'
Clematis cv. 'Niobe',Clematis cv. 'Niobe'
Clematis dioca,Clematis dioca
Clematis dioica,Clematis dioica
Clematis dioica var.brasiliana,Clematis dioica var.brasiliana
Clematis douglasii,Clematis douglasii
Clematis drummondii,Clematis drummondii
Clematis erecta,Clematis erecta
Clematis flammula,Clematis flammula
Clematis fremontii,Clematis fremontii
Clematis fusca,Clematis fusca
Clematis glycinoides,Clematis glycinoides
Clematis gouriana,Clematis gouriana
Clematis grandiflora,Clematis grandiflora
Clematis grata,Clematis grata
Clematis graveolens,Clematis graveolens
Clematis hexapetala,Clematis hexapetala
Clematis hirsuta,Clematis hirsuta
Clematis hirsutissima,Clematis hirsutissima
Clematis integrifolia,Clematis integrifolia
Clematis Jackmanii,Clematis Jackmanii
Clematis jubata,Clematis jubata
Clematis ligusticifolia,Clematis ligusticifolia
Clematis linearifolia,Clematis linearifolia
Clematis longicauda,Clematis longicauda
Clematis microphylla,Clematis microphylla
Clematis microphylla var. linearifolia,Clematis microphylla var. linearifolia
Clematis montana,Clematis montana
Clematis 'Montana',Clematis 'Montana'
Clematis napaulensis,Clematis napaulensis
Clematis occidentalis,Clematis occidentalis
Clematis orientalis,Clematis orientalis
Clematis paniculata,Clematis paniculata
Clematis patens,Clematis patens
Clematis pubescens,Clematis pubescens
Clematis recta,Clematis recta
Clematis simensis,Clematis simensis
Clematis taurica,Clematis taurica
Clematis thunbergii,Clematis thunbergii
Clematis triloba,Clematis triloba
Clematis verticillaris,Clematis verticillaris
Clematis virginiana,Clematis virginiana
Clematis vitalba,Clematis vitalba
Clematis vitalba as 'old man's beard',Clematis vitalba as 'old man's beard'
Clematis vitalba var.grata,Clematis vitalba var.grata
Clematis viticella,Clematis viticella
Clematis wightiana,Clematis wightiana
Cleoma icosandra,Cleoma icosandra
Cleomaceae,Cleomaceae
Cleome,Cleome
Cleome arborea,Cleome arborea
Cleome felina,Cleome felina
Cleome gigantea,Cleome gigantea
Cleome gynandra,Cleome gynandra
Cleome heptaphylla,Cleome heptaphylla
Cleome horrida,Cleome horrida
Cleome icosandra,Cleome icosandra
Cleome pungens,Cleome pungens
Cleome rutidosperma,Cleome rutidosperma
Cleome serrulata,Cleome serrulata
Cleome spinosa,Cleome spinosa
Cleome spinosa f. pungens,Cleome spinosa f. pungens
Cleome spinosa var. horrida,Cleome spinosa var. horrida
Cleome viscosa,Cleome viscosa
Cleoserrata,Cleoserrata
Clerodendron,Clerodendron
Clerodendron aculeatum,Clerodendron aculeatum
Clerodendron cyrtophyllum,Clerodendron cyrtophyllum
Clerodendron Fargesii,Clerodendron Fargesii
Clerodendron floribundum,Clerodendron floribundum
Clerodendron inerme,Clerodendron inerme
Clerodendron intermedium,Clerodendron intermedium
Clerodendron johnsonii,
Clerodendron myricoides,Clerodendron myricoides
Clerodendron tomentosum,Clerodendron tomentosum
Clerodendron trichotomum,Clerodendron trichotomum
Clerodendron triphyllum,Clerodendron triphyllum
Clerodendrum,Clerodendrum
Clerodendrum floribundum,Clerodendrum floribundum
Clerodendrum grayi,Clerodendrum grayi
Clerodendrum infortunatum,Clerodendrum infortunatum
Clerodendrum thomsoniae,Clerodendrum thomsoniae
Clerodendrum tomentosum,Clerodendrum tomentosum
Clethra,Clethra
Clethra alnifolia,Clethra alnifolia
Clethra alnifolia as 'cayenne pepper',Clethra alnifolia as 'cayenne pepper'
Clethra arborea,Clethra arborea
Clethraceae,Clethraceae
Cleyera,Cleyera
Clianthus,Clianthus
Clianthus puniceus,Clianthus puniceus
Clibadium,Clibadium
Clibadium asperum,Clibadium asperum
Clibadium heterotrichum,Clibadium heterotrichum
Clibadium polyginum,Clibadium polyginum
Clibadium rotundifolium,Clibadium rotundifolium
Clibadium strigillosum,Clibadium strigillosum
Clibadium surinamense,Clibadium surinamense
Clibadium surinamense var. asperum,Clibadium surinamense var. asperum
Clibadium sylvestre,Clibadium sylvestre
Clibadium vargasii,Clibadium vargasii
Clidema hirta,Clidema hirta
Clidemia,Clidemia
Clidemia hirta,Clidemia hirta
Cliitocybe dryadicola,Cliitocybe dryadicola
Climatis vitalba,Climatis vitalba
Clinopodium nepeta,Clinopodium nepeta
Clinopodium umbrosum (M. Bieb.) C. Koch.,
Clinopodium vulgare,Clinopodium vulgare
Clintonia borealis,Clintonia borealis
Clistanthus collinus,Clistanthus collinus
Clitandra,Clitandra
Clitocybe,Clitocybe
Clitocybe acromelalga,Clitocybe acromelalga
Clitocybe adirondackensis,Clitocybe adirondackensis
Clitocybe albissima,Clitocybe albissima
Clitocybe alexandri,Clitocybe alexandri
Clitocybe alnetorum,Clitocybe alnetorum
Clitocybe amoenolens,Clitocybe amoenolens
Clitocybe angustissima,Clitocybe angustissima
Clitocybe anisata,Clitocybe anisata
Clitocybe augustissima,Clitocybe augustissima
Clitocybe aurantiaca,Clitocybe aurantiaca
Clitocybe aurantiacum,Clitocybe aurantiacum
Clitocybe candicans,Clitocybe candicans
Clitocybe candida,Clitocybe candida
Clitocybe cartilaginea,Clitocybe cartilaginea
Clitocybe catinus,Clitocybe catinus
Clitocybe cerrusata,Clitocybe cerrusata
Clitocybe cerrussata,Clitocybe cerrussata
Clitocybe cerusata,Clitocybe cerusata
Clitocybe cerussata,Clitocybe cerussata
Clitocybe cerussata var. difformis,Clitocybe cerussata var. difformis
Clitocybe claviceps,Clitocybe claviceps
Clitocybe clavipes,Clitocybe clavipes
Clitocybe connata,Clitocybe connata
Clitocybe cyanthiformis,Clitocybe cyanthiformis
Clitocybe cyathiformis,Clitocybe cyathiformis
Clitocybe dealbata,Clitocybe dealbata
Clitocybe dealbata var. sudorifica,Clitocybe dealbata var. sudorifica
Clitocybe decora,Clitocybe decora
Clitocybe diatreta,Clitocybe diatreta
Clitocybe dicolor,Clitocybe dicolor
Clitocybe dilatata,Clitocybe dilatata
Clitocybe dilatate,Clitocybe dilatate
Clitocybe ditopa,Clitocybe ditopa
Clitocybe dryadicola,Clitocybe dryadicola
Clitocybe ectypoides,Clitocybe ectypoides
Clitocybe ericetorum,Clitocybe ericetorum
Clitocybe festiva,Clitocybe festiva
Clitocybe fragrans,Clitocybe fragrans
Clitocybe fritilliformis,Clitocybe fritilliformis
Clitocybe gallinacea,Clitocybe gallinacea
Clitocybe geotropa,Clitocybe geotropa
Clitocybe gibba,Clitocybe gibba
Clitocybe gigantea,Clitocybe gigantea
Clitocybe glaucophylla,Clitocybe glaucophylla
Clitocybe gracilipes,Clitocybe gracilipes
Clitocybe harmajae,Clitocybe harmajae
Clitocybe hydrogramma,Clitocybe hydrogramma
Clitocybe hygrogramma,Clitocybe hygrogramma
Clitocybe illudens,Clitocybe illudens
Clitocybe infundibuliformis,Clitocybe infundibuliformis
Clitocybe infundibuliformus,Clitocybe infundibuliformus
Clitocybe inornata,Clitocybe inornata
Clitocybe irina,Clitocybe irina
Clitocybe josserandii,Clitocybe josserandii
Clitocybe lepistoides,Clitocybe lepistoides
Clitocybe lignatilis,Clitocybe lignatilis
Clitocybe marginella,Clitocybe marginella
Clitocybe maxima,Clitocybe maxima
Clitocybe mellea,Clitocybe mellea
Clitocybe metachroa,Clitocybe metachroa
Clitocybe micaceus,Clitocybe micaceus
Clitocybe morbifera,Clitocybe morbifera
Clitocybe multiceps,Clitocybe multiceps
Clitocybe nebularis,Clitocybe nebularis
Clitocybe nuda,Clitocybe nuda
Clitocybe nuoljae,Clitocybe nuoljae
Clitocybe obsoleta,Clitocybe obsoleta
Clitocybe odora,Clitocybe odora
Clitocybe olearia,Clitocybe olearia
Clitocybe olearius,Clitocybe olearius
Clitocybe phyllophila,Clitocybe phyllophila
Clitocybe piceina,Clitocybe piceina
Clitocybe pithyophila,Clitocybe pithyophila
Clitocybe rivulosa,Clitocybe rivulosa
Clitocybe saeva,Clitocybe saeva
Clitocybe serotina,Clitocybe serotina
Clitocybe sp.,Clitocybe sp.
Clitocybe spp.,Clitocybe spp.
Clitocybe suaveolens,Clitocybe suaveolens
Clitocybe suavolens,Clitocybe suavolens
Clitocybe subhirta,Clitocybe subhirta
Clitocybe subilludens,Clitocybe subilludens
Clitocybe subsalmonea,Clitocybe subsalmonea
